host_star_name,exoplanet_name,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,dist_parsec,solar_mass,solar_rad
K2-213,K2-213 b,2018,8.13087,2.9,1.514,4.59,394.05,1.07,1.2
K2-214,K2-214 b,2018,8.596802,6.48,2.43,2.48,303.28,1.05,1.27
K2-215,K2-215 b,2018,8.269648,5.16,2.124,2.96,408.67,1,0.97
K2-216,K2-216 b,2018,2.1748,8,1.75,8.2,115.84,0.7,0.72
K2-217,K2-217 b,2018,14.074524,12.5,3.579,1.5,386.01,1.1,1.33
K2-218,K2-218 b,2018,8.679885,7.13,2.569,2.31,398.41,1.05,1.01
K2-219,K2-219 b,2018,3.901287,2.38,1.348,5.34,328.42,1.02,1.19
K2-219,K2-219 c,2018,6.66767,2.66,1.438,4.91,328.42,1.02,1.19
K2-219,K2-219 d,2018,11.137278,7.16,2.576,2.3,328.42,1.02,1.19
K2-22,K2-22 b,2015,0.381078,444.962,2.5,,245.53,0.6,0.57
K2-220,K2-220 b,2018,13.683256,6.3,2.39,2.54,234.92,0.96,1.02
K2-221,K2-221 b,2018,2.399094,3.46,1.679,4.02,321.63,1.01,0.95
K2-222,K2-222 b,2018,15.387063,6.3,2.39,2.54,101.59,1,1.09
K2-223,K2-223 b,2018,0.50565,0.64,0.89,4.99,201.1,1.06,0.99
K2-223,K2-223 c,2018,4.56327,3.09,1.57,4.39,201.1,1.06,0.99
K2-224,K2-224 b,2018,4.47904,3.05,1.56,4.41,277.7,0.91,0.84
K2-224,K2-224 c,2018,10.09489,6.39,2.41,2.51,277.7,0.91,0.84
K2-225,K2-225 b,2018,15.87209,12,3.49,1.55,360.3,1.27,1.7
K2-226,K2-226 b,2018,3.27108,2.99,1.54,4.5,211.2,0.88,0.91
K2-227,K2-227 b,2018,13.621832,3.41,1.666,4.06,188.22,0.95,0.89
K2-228,K2-228 b,2018,2.69828,1.92,1.21,5.96,142.4,0.71,0.65
K2-229,K2-229 b,2018,0.58426,2.49,1.14,8.9,103.8,0.87,0.79
K2-229,K2-229 c,2018,8.32727,21.3,2.03,12.8,103.8,0.87,0.79
K2-230,K2-230 b,2018,2.86041,4.5,1.96,3.28,548.9,1.11,1.39
K2-231,K2-231 b,2018,13.841901,6.8,2.5,2.39,295,1.01,0.95
K2-232,K2-232 b,2018,11.168454,126.49634,11.209,0.405,131.21,1.19,1.16
K2-233,K2-233 b,2018,2.46746,2.54,1.398,5.11,67.64,0.8,0.74
K2-233,K2-233 c,2018,7.06142,2.34,1.335,5.4,67.64,0.8,0.74
K2-233,K2-233 d,2018,24.3662,7.46,2.64,2.23,67.64,0.8,0.74
K2-237,K2-237 b,2018,2.1805577,392.83788,18.405,0.37,309.5,1.23,1.38
K2-238,K2-238 b,2018,3.20466,273.3338,14.572,0.56,453,1.19,1.59
K2-239,K2-239 b,2018,5.24,1.37,1.1,5.66,49,0.4,0.36
K2-239,K2-239 c,2018,7.775,0.972,1,5.34,49,0.4,0.36
K2-239,K2-239 d,2018,10.115,1.37,1.1,5.66,49,0.4,0.36
K2-24,K2-24 b,2016,20.88977,19,5.4,0.64,171.39,1.07,1.16
K2-24,K2-24 c,2016,42.3391,15.4,7.5,0.2,171.39,1.07,1.16
K2-240,K2-240 b,2018,6.034,4.66,2,3.2,70,0.58,0.54
K2-240,K2-240 c,2018,20.523,3.89,1.8,3.67,70,0.58,0.54
K2-241,K2-241 b,2018,26.8199,7.04,2.55,2.33,149.6,0.71,0.75
K2-242,K2-242 b,2018,6.51389,6.99,2.54,2.34,109.6,0.38,0.37
K2-243,K2-243 b,2018,11.54182,5.35,2.17,2.88,269.2,1.29,1.39
K2-243,K2-243 c,2018,24.94598,4.7,2.01,3.18,269.2,1.29,1.39
K2-244,K2-244 b,2018,21.06884,3.71,1.75,3.8,214,0.86,0.92
K2-245,K2-245 b,2018,11.89307,17.4,4.34,1.17,463.4,0.83,1.25
K2-246,K2-246 b,2018,5.76918,12,3.49,1.55,723.1,0.87,0.94
K2-247,K2-247 b,2018,2.25021,5.14,2.12,2.96,260.2,0.74,0.69
K2-247,K2-247 c,2018,6.49424,5.43,2.19,2.84,260.2,0.74,0.69
K2-248,K2-248 b,2018,7.17256,7.13,2.57,2.31,410.5,0.88,0.92
K2-249,K2-249 b,2018,12.409,8.2,2.79,2.07,528.3,1.32,1.57
K2-25,K2-25 b,2015,3.484552,11.6,3.43,1.58,45.01,0.29,0.29
K2-250,K2-250 b,2018,4.01457,6.53,2.44,2.47,417.6,0.8,0.81
K2-251,K2-251 b,2018,9.30075,6.12,2.35,2.59,147.7,0.52,0.49
K2-252,K2-252 b,2018,13.81513,3.68,1.74,3.84,229.9,0.79,0.82
K2-253,K2-253 b,2018,4.00167,,12.67,,901.8,1.08,1.1
K2-254,K2-254 b,2018,4.09639,3.29,1.63,4.17,229.4,0.71,0.67
K2-254,K2-254 c,2018,12.11839,5.43,2.19,2.84,229.4,0.71,0.67
K2-255,K2-255 b,2018,1.96417,8.75,2.9,1.97,192.4,0.71,0.69
K2-256,K2-256 b,2018,5.52011,7.41,2.63,2.24,580.5,0.84,0.78
K2-257,K2-257 b,2018,1.60588,0.498,0.83,4.79,64.1,0.52,0.5
K2-258,K2-258 b,2018,19.0921,9.27,3,1.89,675.2,1.21,1.31
K2-259,K2-259 b,2018,15.48043,5.99,2.32,2.64,422.1,1.14,1.13
K2-26,K2-26 b,2016,14.5665,7.61,2.67,2.2,99.33,0.56,0.52
K2-260,K2-260 b,2018,2.6266657,451.3186,17.396,0.5,676.32,1.39,1.69
K2-261,K2-261 b,2018,11.63344,70.87609,9.528,0.483,214.58,1.1,1.65
K2-263,K2-263 b,2018,50.818947,14.8,2.41,5.7,163.23,0.88,0.85
K2-264,K2-264 b,2018,5.840002,5.61,2.231,2.78,187,0.5,0.47
K2-264,K2-264 c,2018,19.660302,7.6,2.668,2.2,187,0.5,0.47
K2-265,K2-265 b,2018,2.369172,6.54,1.71,7.1,139.22,0.92,0.98
K2-266,K2-266 b,2018,0.658524,11.26782,3.3,1.77,77.16,0.69,0.7
K2-266,K2-266 c,2018,7.814,0.29013,0.705,4.51,77.16,0.69,0.7
K2-266,K2-266 d,2018,14.697,8.9,2.93,2.03,77.16,0.69,0.7
K2-266,K2-266 e,2018,19.482,14.3,2.73,2.21,77.16,0.69,0.7
K2-268,K2-268 b,2018,2.151894,2.57,1.41,5.04,331.46,0.84,0.78
K2-268,K2-268 c,2018,9.326841,7.7,2.69,2.17,331.46,0.84,0.78
K2-269,K2-269 b,2018,4.144965,3.09,1.57,4.39,362.07,1.16,1.45
K2-27,K2-27 b,2016,6.771315,30.9,4.48,1.87,251.43,0.87,0.89
K2-270,K2-270 b,2018,1.543069,2.48,1.38,5.19,283.53,0.85,0.77
K2-270,K2-270 c,2018,4.400028,9.01,2.95,1.93,283.53,0.85,0.77
K2-271,K2-271 b,2018,8.562421,41.8,7.28,0.595,571.47,0.83,0.99
K2-272,K2-272 b,2018,14.453533,8.8,2.91,1.96,426.57,0.81,0.81
K2-273,K2-273 b,2018,11.716332,17.9,4.42,1.14,310.6,0.9,0.84
K2-274,K2-274 b,2018,14.129714,5.48,2.2,2.83,232.82,0.81,0.74
K2-275,K2-275 b,2018,3.280961,5.65,2.24,2.76,124.09,0.79,0.73
K2-275,K2-275 c,2018,8.438756,6.08,2.34,2.61,124.09,0.79,0.73
K2-276,K2-276 b,2018,18.718269,13.7,3.77,1.4,489.88,0.82,0.85
K2-277,K2-277 b,2018,6.326763,4.94,2.07,3.06,113.53,1.02,0.97
K2-278,K2-278 b,2018,3.334966,9.17,2.98,1.9,804.13,1.4,1.61
K2-279,K2-279 b,2018,7.122605,1.92,1.21,5.96,183.8,0.79,0.86
K2-28,K2-28 b,2016,2.260455,5.99,2.32,2.64,63.11,0.26,0.29
K2-280,K2-280 b,2018,19.895202,45.6,7.67,0.555,396.9,1.11,1.28
K2-281,K2-281 b,2018,8.687721,50.9,8.18,0.511,466.11,0.82,0.76
K2-282,K2-282 b,2018,4.169836,8.35,2.82,2.05,502.28,0.94,0.94
K2-283,K2-283 b,2018,1.921036,12.2,3.52,1.54,408.24,0.89,0.82
K2-284,K2-284 b,2018,4.795069,8.15,2.78,2.08,107.6,0.63,0.61
K2-285,K2-285 b,2018,3.471745,9.68,2.59,3.07,155.65,0.83,0.79
K2-285,K2-285 c,2018,7.138048,15.68,3.53,1.95,155.65,0.83,0.79
K2-285,K2-285 d,2018,10.45582,6.5,2.48,,155.65,0.83,0.79
K2-285,K2-285 e,2018,14.76289,10.7,1.95,,155.65,0.83,0.79
K2-286,K2-286 b,2018,27.359,5.06,2.1,3,76.32,0.64,0.62
K2-287,K2-287 b,2018,14.893291,100.11645,9.494,0.643,159.05,1.06,1.07
K2-288 B,K2-288 B b,2018,31.393463,4.27,1.9,3.42,65.72,0.33,0.32
K2-289,K2-289 b,2019,13.156969,61,9.1,0.445,270.7,0.95,1.02
K2-29,K2-29 b,2016,3.2588321,232.0159,13.339,0.53,179.39,0.94,0.86
K2-290,K2-290 b,2019,9.21165,10.9,3.06,4.1,274.99,1.19,1.51
K2-290,K2-290 c,2019,48.36685,246.00042,11.276,1.01,274.99,1.19,1.51
K2-291,K2-291 b,2019,2.225177,6.49,1.589,8.84,90.29,0.93,0.9
K2-293,K2-293 b,2019,13.1225,6.57,2.45,2.45,396.64,0.96,0.95
K2-294,K2-294 b,2019,2.50387,3.39,1.66,4.07,377.04,0.99,1.2
K2-295,K2-295 b,2018,4.024867,106.47305,10.054,0.612,225.7,0.74,0.7
K2-3,K2-3 b,2015,10.05449,8.1,2.18,4.32,44.13,0.6,0.56
K2-3,K2-3 c,2015,24.64354,2.1,1.85,1.82,44.13,0.6,0.56
K2-3,K2-3 d,2015,44.55983,7.5,1.51,17.5,44.13,0.6,0.56
K2-30,K2-30 b,2016,4.098503,184.02357,11.646,0.64,336.26,0.9,0.84
K2-308,K2-308 b,2019,3.38628,70.6,9.916,0.398,,1.09,1.24
K2-31,K2-31 b,2016,1.25785,563.83042,11.882,1.85,110.87,0.91,0.78
K2-32,K2-32 b,2016,8.991828,16.5,4.96,0.67,158.39,0.86,0.84
K2-32,K2-32 c,2016,20.66186,12.1,2.74,2.7,158.39,0.86,0.84
K2-32,K2-32 d,2016,31.7142,10.3,3.27,1.38,158.39,0.86,0.84
K2-32,K2-32 e,2019,4.34882,1.01,1.01,5.39,158.39,0.86,0.84
K2-33,K2-33 b,2016,5.424865,1175.971,5.04,,139.8,0.56,1.05
K2-34,K2-34 b,2016,2.995633,539.67534,13.96,0.94,352.34,1.15,1.44
K2-35,K2-35 b,2016,5.608352,4.38,1.93,3.35,254.43,0.7,0.62
K2-35,K2-35 c,2016,2.399964,2.3,1.32,5.5,254.43,0.7,0.62
K2-36,K2-36 b,2016,1.422614,3.9,1.43,7.2,110.09,0.79,0.72
K2-36,K2-36 c,2016,5.340888,7.8,3.2,1.3,110.09,0.79,0.72
K2-37,K2-37 b,2016,4.44117,3.22,1.61,4.24,180.86,0.9,0.85
K2-37,K2-37 c,2016,6.42904,8,2.75,2.11,180.86,0.9,0.85
K2-37,K2-37 d,2016,14.09189,7.9,2.73,2.13,180.86,0.9,0.85
K2-38,K2-38 b,2016,4.01593,19.0698,1.906,17.5,193.71,2.24,1.38
K2-38,K2-38 c,2016,10.56103,9.9,2.42,3.6,193.71,2.24,1.38
K2-39,K2-39 b,2016,4.60543,28.6047,6.277,0.5,310.14,0.66,2.97
K2-4,K2-4 b,2015,10.003417,5.06,2.1,3,233.37,0.64,0.57
K2-42,K2-42 b,2016,6.68796,5.27,2.15,2.91,401.36,0.7,0.64
K2-43,K2-43 b,2016,3.471149,18.5,4.51,1.11,183.48,0.57,0.54
K2-43,K2-43 c,2019,2.198884,6.44,2.42,2.5,183.48,0.57,0.54
K2-44,K2-44 b,2016,5.65688,7.85,2.72,2.14,483.19,1.15,1.58
K2-45,K2-45 b,2016,1.7292684,36.4,6.71,0.662,502.34,0.5,0.45
K2-46,K2-46 b,2016,19.1541,4.86,2.05,3.1,454.93,0.96,1.29
K2-47,K2-47 b,2016,31.6372,4.23,1.89,3.44,353.38,0.75,0.76
K2-48,K2-48 b,2016,20.5065,5.65,2.24,2.76,316.61,0.77,0.73
K2-49,K2-49 b,2016,2.77065,4.38,1.93,3.35,463.06,0.51,0.45
K2-5,K2-5 b,2015,5.73594,4.31,1.91,3.4,204.12,0.61,0.57
K2-5,K2-5 c,2015,10.93241,5.73,2.26,2.73,204.12,0.61,0.57
K2-50,K2-50 b,2016,8.7529,3.15,1.59,4.31,259.33,0.61,0.63
K2-52,K2-52 b,2016,3.535055,45700,18,43.1,1041.7,1.69,2.19
K2-53,K2-53 b,2016,12.20772,7.27,2.6,2.27,139.1,0.85,0.81
K2-54,K2-54 b,2016,9.7843,1.6,1.15,5.78,175.84,0.42,0.38
K2-55,K2-55 b,2016,2.849258,14,3.82,1.38,160.26,0.7,0.63
K2-57,K2-57 b,2016,9.0063,5.06,2.1,3,266.23,0.68,0.62
K2-58,K2-58 b,2016,7.05254,7.65,2.68,2.18,182.69,0.89,0.86
K2-58,K2-58 c,2016,2.53726,3.26,1.62,4.21,182.69,0.89,0.86
K2-58,K2-58 d,2016,22.8827,3.57,1.71,3.92,182.69,0.89,0.86
K2-59,K2-59 b,2016,20.6921,6.39,2.41,2.51,314.09,0.77,0.73
K2-59,K2-59 c,2016,11.2954,5.9,2.3,2.66,314.09,0.77,0.73
K2-6,K2-6 b,2015,30.94191,6.8,2.5,2.39,319.59,0.97,0.96
K2-60,K2-60 b,2016,3.00265,135.39558,7.656,1.7,498.7,0.97,1.12
K2-61,K2-61 b,2016,2.57302,6.71,2.48,2.42,410.35,1.21,1.36
K2-62,K2-62 b,2016,6.67202,5.22,2.14,2.93,112.83,0.77,0.73
K2-62,K2-62 c,2016,16.1966,5.22,2.14,2.93,112.83,0.77,0.73
K2-63,K2-63 b,2016,20.257,10.5,3.22,1.73,524.41,1.4,1.63
K2-63,K2-63 c,2016,25.4556,14.5,3.9,1.34,524.41,1.4,1.63
K2-64,K2-64 b,2016,6.53044,4.94,2.07,3.06,506.87,0.74,0.73
K2-65,K2-65 b,2016,12.6475,3.12,1.58,4.35,78.06,0.87,0.84
K2-66,K2-66 b,2016,5.06963,21.3,2.49,7.8,520.43,1.11,1.67
K2-68,K2-68 b,2016,8.05428,3.12,1.58,4.35,169.47,0.73,0.68
K2-69,K2-69 b,2016,7.06599,5.99,2.32,2.64,181.63,0.55,0.49
K2-7,K2-7 b,2015,28.67992,7.61,2.67,2.2,754.64,0.97,0.96
K2-70,K2-70 b,2016,13.97896,8.7,2.89,1.98,234.47,0.94,0.93
K2-71,K2-71 b,2016,6.98541,5.27,2.15,2.91,153.86,0.48,0.43
K2-72,K2-72 b,2016,5.577212,1.28,1.08,5.58,66.56,0.27,0.33
K2-72,K2-72 c,2016,15.189034,1.65,1.16,5.81,66.56,0.27,0.33
K2-72,K2-72 d,2016,7.760178,1.01,1.01,5.39,66.56,0.27,0.33
K2-72,K2-72 e,2016,24.158868,2.21,1.29,5.66,66.56,0.27,0.33
K2-73,K2-73 b,2016,7.49543,6.57,2.45,2.45,271.27,1.05,1.06
K2-74,K2-74 b,2016,19.5666,5.95,2.31,2.65,381.85,0.96,0.98
K2-75,K2-75 b,2016,7.8142,7.61,2.67,2.2,570.86,1.16,1.56
K2-75,K2-75 c,2016,18.311,8.1,2.77,2.09,570.86,1.16,1.56
K2-77,K2-77 b,2016,8.199796,603.877,2.3,,142.31,0.8,0.76
K2-79,K2-79 b,2016,10.99573,13.2,3.69,1.44,257.9,1.06,1.28
K2-8,K2-8 b,2015,10.35239,12.5,3.58,1.5,407.93,0.78,0.74
K2-8,K2-8 c,2016,5.06416,6.39,2.41,2.51,407.93,0.78,0.74
K2-80,K2-80 b,2016,19.0918,4.7,2.01,3.18,201.96,0.9,0.87
K2-80,K2-80 c,2016,5.605,2.76,1.47,4.77,201.96,0.9,0.87
K2-80,K2-80 d,2018,28.867253,7.04,2.552,2.33,201.96,0.9,0.87
K2-81,K2-81 b,2016,6.102325,4.54,1.97,3.26,254.14,0.75,0.63
K2-83,K2-83 b,2016,2.74697,2.08,1.244,5.94,125.98,0.48,0.42
K2-83,K2-83 c,2016,9.99767,2.8,1.483,4.72,125.98,0.48,0.42
K2-84,K2-84 b,2016,6.4215,6.39,2.41,2.51,287.23,0.95,0.93
K2-84,K2-84 c,2016,27.86,4.78,2.03,3.14,287.23,0.95,0.93
K2-85,K2-85 b,2016,0.684533,1.01,1.01,5.39,97.49,0.57,0.51
K2-86,K2-86 b,2016,8.77683,4.5,1.96,3.28,260.61,0.79,0.76
K2-87,K2-87 b,2016,9.726618,44.9,7.6,0.562,503.6,1.16,1.4
K2-88,K2-88 b,2016,4.6122,2.04,1.23,6.02,110.91,0.26,0.26
K2-89,K2-89 b,2016,1.096026,0.17,0.615,4.02,86.25,0.35,0.32
K2-9,K2-9 b,2015,18.4498,5.69,2.25,2.74,83.16,0.3,0.31
K2-90,K2-90 b,2016,13.733314,7.27,2.6,2.27,134.9,0.63,0.62
K2-90,K2-90 c,2016,2.900706,2.24,1.3,5.6,134.9,0.63,0.62
K2-91,K2-91 b,2016,1.419549,1.37,1.1,5.66,62.69,0.29,0.28
K2-95,K2-95 b,2016,10.134016,14.3,3.88,1.35,180.63,0.44,0.42
K2-97,K2-97 b,2016,8.406726,152.5584,10.61,0.702,869.76,1.2,4.47
K2-98,K2-98 b,2016,10.136448,32.2,5.2,2.15,526.31,1.2,1.57
K2-99,K2-99 b,2016,18.251985,308.2951,11.73,1.05,522.29,1.63,2.63
KELT-1,KELT-1 b,2012,1.217514,8654.15,12.442,24.7,262,1.32,1.46
KELT-10,KELT-10 b,2016,4.1662739,215.80657,15.681,0.308,183,1.11,1.21
KELT-11,KELT-11 b,2017,4.7361,54.34893,15.132,0.093,99.44,1.44,2.69
KELT-12,KELT-12 b,2017,5.031623,301.9385,19.952,0.209,360,1.59,2.37
KELT-14,KELT-14 b,2016,1.7100566,408.09372,19.537,0.322,266,1.24,1.52
KELT-15,KELT-15 b,2016,3.32944,416.3573,19.504,0.36,327.74,2.06,1.78
KELT-16,KELT-16 b,2017,0.9689951,874.0325,15.861,1.2,450.28,1.21,1.36
KELT-17,KELT-17 b,2016,3.0801716,416.3573,17.094,0.46,210,1.64,1.65
KELT-18,KELT-18 b,2017,2.8717518,375.0394,17.598,0.377,311,1.52,1.91
KELT-19 A,KELT-19 A b,2017,4.6117093,1293.5681,21.409,0.744,302.8,1.62,1.83
KELT-2 A,KELT-2 A b,2012,4.11379,540.311,15.132,0.91,134.57,1.54,1.93
KELT-20,KELT-20 b,2017,3.4741085,1074.90106,19.515,0.806,139.7,1.76,1.56
KELT-21,KELT-21 b,2018,3.6127647,1242.7153,17.777,1.24,415,1.46,1.64
KELT-23 A,KELT-23 A b,2019,2.255251,298.12454,14.83,0.503,125.42,0.94,1
KELT-24,KELT-24 b,2019,5.5514926,1646.3594,14.258,3.13,96.03,1.46,1.51
KELT-3,KELT-3 b,2013,2.70339,616.5902,17.486,0.75,211.35,1.96,1.7
KELT-4 A,KELT-4 A b,2016,2.9895932,286.68266,19.044,0.228,210,1.2,1.6
KELT-6,KELT-6 b,2014,7.8457,165.2716,14.572,0.311,242.39,1.42,1.73
KELT-6,KELT-6 c,2015,1276,1179.1493,13,2.95,242.39,1.42,1.73
KELT-7,KELT-7 b,2015,2.73477,441.7837,17.934,0.442,137.21,1.76,1.81
KELT-8,KELT-8 b,2015,3.24406,209.7678,18.159,0.167,198.7,0.81,1.46
KELT-9,KELT-9 b,2017,1.4811235,915.3504,21.196,0.53,205.65,2.52,2.36
KIC 10001893,KIC 10001893 b,2014,0.2197,,,,1758.47,,2.58
KIC 10001893,KIC 10001893 c,2014,0.32528,,,,1758.47,,2.58
KIC 10001893,KIC 10001893 d,2014,0.81161,,,,1758.47,,2.58
KIC 10525077,KIC 10525077 b,2015,854.083,25.9,5.5,0.855,1525.31,1.01,1.01
KIC 3558849,KIC 3558849 b,2015,1322.3,38.1,6.9,0.637,1258.75,0.98,1.01
KIC 5095269,KIC 5095269 b,2017,237.68977,2445.06619,12.6,6.72,1230.6,1.21,1.81
KIC 5437945,KIC 5437945 b,2015,440.7813,33.6,6.4,0.704,1322.48,1.07,1.24
KIC 5951458,KIC 5951458 b,2015,1320.1,35.4,6.6,0.677,758.78,0.98,1.52
KIC 7917485,KIC 7917485 b,2016,840,3750.394,12.4,10.8,1439.31,1.63,2.01
KOI-7892,KIC 8540376 b,2015,31.8099,15.8,4.1,1.26,1106.37,1.04,1.26
KOI-7892,KIC 8540376 c,2015,75.2,6.35,2.4,2.52,1106.37,1.04,1.26
KIC 9663113,KIC 9663113 b,2015,572.3847,19.2,4.6,1.08,1670.88,0.98,1.03
KMT-2016-BLG-0212L,KMT-2016-BLG-0212L b,2018,,5720.94,12.2,17.3,6300,0.48,
KMT-2016-BLG-1107L,KMT-2016-BLG-1107L b,2019,,1043.43589,13.1,2.55,6651,0.09,
KMT-2016-BLG-1397L,KMT-2016-BLG-1397L b,2018,,2224.81,12.7,5.97,6600,0.45,
KMT-2016-BLG-1820L,KMT-2016-BLG-1820L b,2018,,1452.4831,12.9,3.72,6260,0.04,
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,2018,,4923.1867,12.2,14.9,7010,0.07,
KMT-2017-BLG-0165L,KMT-2017-BLG-0165L b,2018,,34,6.45,0.696,4530,0.76,
KMT-2017-BLG-1038L,KMT-2017-BLG-1038L b,2019,,635.66,13.4,1.45,6000,0.37,
KMT-2017-BLG-1146L,KMT-2017-BLG-1146L b,2019,,225.6593,14,0.452,6500,0.33,
KMT-2018-BLG-1990L,KMT-2018-BLG-1990L b,2019,,110.60484,12.9,0.283,967,0.09,
KOI-12,KOI-12 b,2015,17.855182,349.613,13.787,0.733,403.99,1.5,1.4
KOI-1257,KOI-1257 b,2014,86.647661,460.83,10.54,2.1,900,0.99,1.13
KOI-13,KOI-13 b,2011,1.763588,2949.4624,16.948,3.6,415,1.72,1.74
KOI-142,KOI-142 b,2013,10.95416,8.7,3.78,0.87,339,0.96,0.88
KOI-142,KOI-142 c,2013,22.3395,198.8,14.1,0.39,339,0.96,0.88
KOI-1599,KOI-1599.01,2019,20.4415,4.6,1.9,3.69,1168.99,1.02,0.97
KOI-1599,KOI-1599.02,2019,13.6088,9,1.9,7.21,1168.99,1.02,0.97
KOI-217,KOI-217 b,2010,3.90512,,12.442,,800,0.95,0.86
KOI-351,KOI-351 b,2013,7.008151,2.27,1.31,5.55,780,1.2,1.2
KOI-351,KOI-351 c,2013,8.719375,1.81,1.19,5.9,780,1.2,1.2
KOI-351,KOI-351 d,2013,59.73667,8.6,2.87,2,780,1.2,1.2
KOI-351,KOI-351 e,2013,91.93913,7.56,2.66,2.21,780,1.2,1.2
KOI-351,KOI-351 f,2013,124.9144,8.65,2.88,1.99,780,1.2,1.2
KOI-351,KOI-351 g,2013,210.60697,254.264,8.1,,780,1.2,1.2
KOI-351,KOI-351 h,2013,331.60059,381.396,11.3,,780,1.2,1.2
KOI-3680,KOI-3680 b,2018,141.241671,613.4119,11.097,2.46,946.59,1.01,0.96
KOI-55,KOI-55 b,2011,0.240104,0.44,0.759,5.53,1180,0.5,0.2
KOI-55,KOI-55 c,2011,0.342887,0.655,0.867,5.52,1180,0.5,0.2
KOI-94,KOI-94 b,2013,3.743208,10.5,1.71,10.1,483.65,1.28,1.52
KOI-94,KOI-94 c,2013,10.423648,15.6,4.32,0.91,483.65,1.28,1.52
KOI-94,KOI-94 d,2013,22.342989,106,11.27,0.363,483.65,1.28,1.52
KOI-94,KOI-94 e,2013,54.32031,35,6.56,0.6,483.65,1.28,1.52
KPS-1,KPS-1 b,2018,1.706291,346.4347,11.545,1.31,264.69,0.89,0.91
Kapteyn,Kapteyn c,2014,121.54,7,2.54,2.35,3.93,0.28,0.29
Kepler-10,Kepler-10 b,2011,0.837491,4.60853,1.481,8,186.5,0.91,1.06
Kepler-10,Kepler-10 c,2011,45.294301,17.2,2.35,7.1,186.5,0.91,1.06
Kepler-100,Kepler-100 b,2014,6.88705,7.34,1.32,14.25,307.34,1.08,1.49
Kepler-100,Kepler-100 c,2014,12.8159,7.05,2.2,,307.34,1.08,1.49
Kepler-100,Kepler-100 d,2014,35.3331,3,1.61,,307.34,1.08,1.49
Kepler-1000,Kepler-1000 b,2016,120.0181272,20.3,4.76,1.03,925,1.4,1.51
Kepler-1001,Kepler-1001 b,2016,14.30511983,10.1,3.15,1.78,1009,0.9,0.88
Kepler-1002,Kepler-1002 b,2016,4.33642933,3.57,1.71,3.92,425,1.22,1.57
Kepler-1003,Kepler-1003 b,2016,3.55485691,3.82,1.78,3.72,873,1.11,1.17
Kepler-1004,Kepler-1004 b,2016,5.28789787,32.5,6.28,0.721,1080,1.11,3.39
Kepler-1005,Kepler-1005 b,2016,6.49801525,2.86,1.5,4.66,515,1,1.06
Kepler-1006,Kepler-1006 b,2016,19.76172042,2.99,1.54,4.5,496,0.78,0.74
Kepler-1007,Kepler-1007 b,2016,5.18500207,2.67,1.44,4.91,365,0.73,0.7
Kepler-1008,Kepler-1008 b,2016,12.43931193,2.18,1.28,5.71,299,0.81,0.78
Kepler-1009,Kepler-1009 b,2016,11.35011917,5.35,2.17,2.88,281,0.59,0.57
Kepler-101,Kepler-101 b,2014,3.4876812,51.1,5.77,1.45,953.44,1.17,1.56
Kepler-101,Kepler-101 c,2014,6.02976,3.78,1.25,10.5,953.44,1.17,1.56
Kepler-1010,Kepler-1010 b,2016,34.2685705,5.99,2.32,2.64,610,0.86,0.82
Kepler-1011,Kepler-1011 b,2016,5.75322197,8.6,2.87,2,860,0.91,0.88
Kepler-1012,Kepler-1012 b,2016,5.50860439,2.21,1.29,5.66,420,0.95,0.91
Kepler-1013,Kepler-1013 b,2016,18.93054959,5.27,2.15,2.91,433,0.81,0.76
Kepler-1014,Kepler-1014 b,2016,16.57110363,6.3,2.39,2.54,672,0.88,0.84
Kepler-1015,Kepler-1015 b,2016,16.00494214,12.3,3.55,1.51,932,1.49,1.81
Kepler-1016,Kepler-1016 b,2016,1.95452434,5.39,2.18,2.86,1239,0.99,1
Kepler-1016,Kepler-1016 c,2016,105.6551369,13.1,3.68,1.44,1239,0.99,1
Kepler-1017,Kepler-1017 b,2016,7.23400469,4.62,1.99,3.22,554,0.93,0.87
Kepler-1018,Kepler-1018 b,2016,49.1013514,7.18,2.58,2.3,894,0.91,0.88
Kepler-1019,Kepler-1019 b,2016,1.41122985,2.73,1.46,4.82,198,0.7,0.67
Kepler-102,Kepler-102 b,2014,5.28696,4.3,0.47,,108.13,0.81,0.76
Kepler-102,Kepler-102 c,2014,7.07142,3,0.58,,108.13,0.81,0.76
Kepler-102,Kepler-102 d,2014,10.3117,3.8,1.18,13.27,108.13,0.81,0.76
Kepler-102,Kepler-102 e,2013,16.1457,8.93,2.22,4.68,108.13,0.81,0.76
Kepler-102,Kepler-102 f,2014,27.4536,5.2,0.88,,108.13,0.81,0.76
Kepler-1020,Kepler-1020 b,2016,96.9151496,5.82,2.28,2.7,446,0.87,0.8
Kepler-1021,Kepler-1021 b,2016,13.47469571,6.04,2.33,2.62,837,0.89,0.86
Kepler-1022,Kepler-1022 b,2016,10.99469878,6.17,2.36,2.58,455,0.71,0.68
Kepler-1023,Kepler-1023 b,2016,62.1387714,7.41,2.63,2.24,686,0.93,0.89
Kepler-1024,Kepler-1024 b,2016,66.4162133,14.5,3.91,1.33,1017,0.81,0.78
Kepler-1025,Kepler-1025 b,2016,37.3229493,4.58,1.98,3.24,716,1.09,1.13
Kepler-1026,Kepler-1026 b,2016,36.5156053,5.52,2.21,2.81,389,0.79,0.75
