rowid,fpl_hostname,fpl_name,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fst_dist,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_age
1326,KELT-7,KELT-7 b,2015,2.73477,0.04415,0,441.7837,1.39,17.934,1.6,0.164,0.442,2048,137.21,6768,4.5,0.757,1.76,1.81,0,1.3
1327,KELT-8,KELT-8 b,2015,3.24406,0.0455,0.04,209.7678,0.66,18.159,1.62,0.166,0.167,1675,198.7,5754,4.08,0.213,0.81,1.46,0.27,5.4
1328,KELT-9,KELT-9 b,2017,1.4811235,0.03462,0,915.3504,2.88,21.196,1.891,0.194,0.53,4050,205.65,10170,4.09,1.724,2.52,2.36,-0.03,0.3
1329,KIC 10001893,KIC 10001893 b,2014,0.2197,,,,,,,,,,1758.47,27500,5.35,3.54,,2.58,-0.093,
1330,KIC 10001893,KIC 10001893 c,2014,0.32528,,,,,,,,,,1758.47,27500,5.35,3.54,,2.58,-0.093,
1331,KIC 10001893,KIC 10001893 d,2014,0.81161,,,,,,,,,,1758.47,27500,5.35,3.54,,2.58,-0.093,
1332,KIC 10525077,KIC 10525077 b,2015,854.083,,,25.9,0.0816,5.5,0.491,0.05,0.855,,1525.31,6091,4.42,0.129,1.01,1.01,-0.04,
1333,KIC 3558849,KIC 3558849 b,2015,1322.3,,,38.1,0.12,6.9,0.616,0.063,0.637,,1258.75,6175,4.44,0.405,0.98,1.01,-0.42,
1334,KIC 5095269,KIC 5095269 b,2017,237.68977,0.8,0.0603,2445.06619,7.693,12.6,1.13,0.116,6.72,,1230.6,6298.5,4.32,0.668,1.21,1.81,-0.382,
1335,KIC 5437945,KIC 5437945 b,2015,440.7813,,,33.6,0.106,6.4,0.571,0.059,0.704,,1322.48,6340,4.16,0.612,1.07,1.24,-0.38,3.16
1336,KIC 5951458,KIC 5951458 b,2015,1320.1,,,35.4,0.111,6.6,0.589,0.06,0.677,,758.78,6258,4.08,0.556,0.98,1.52,-0.5,
1337,KIC 7917485,KIC 7917485 b,2016,840,,0.15,3750.394,11.8,12.4,1.1,0.114,10.8,,1439.31,7067,4,0.996,1.63,2.01,-0.02,
1338,KOI-7892,KIC 8540376 b,2015,31.8099,,,15.8,0.0496,4.1,0.366,0.038,1.26,,1106.37,6474,4.31,0.265,1.04,1.26,-0.16,
1339,KOI-7892,KIC 8540376 c,2015,75.2,,,6.35,0.02,2.4,0.214,0.022,2.52,,1106.37,6474,4.31,0.265,1.04,1.26,-0.16,
1340,KIC 9663113,KIC 9663113 b,2015,572.3847,,,19.2,0.0603,4.6,0.41,0.042,1.08,,1670.88,6065,4.42,0.755,0.98,1.03,-0.28,
1341,KMT-2016-BLG-0212L,KMT-2016-BLG-0212L b,2018,,2.2,,5720.94,18,12.2,1.08,0.111,17.3,,6300,,,,0.48,,,
1342,KMT-2016-BLG-1107L,KMT-2016-BLG-1107L b,2019,,0.342,,1043.43589,3.283,13.1,1.17,0.12,2.55,,6651,,,,0.09,,,
1343,KMT-2016-BLG-1397L,KMT-2016-BLG-1397L b,2018,,5.1,,2224.81,7,12.7,1.13,0.116,5.97,,6600,,,,0.45,,,
1344,KMT-2016-BLG-1820L,KMT-2016-BLG-1820L b,2018,,1.08,,1452.4831,4.57,12.9,1.15,0.118,3.72,,6260,,,,0.04,,,
1345,KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,2018,,0.83,,4923.1867,15.49,12.2,1.09,0.112,14.9,,7010,,,,0.07,,,
1346,KMT-2017-BLG-0165L,KMT-2017-BLG-0165L b,2018,,3.45,,34,0.10698,6.45,0.575,0.059,0.696,,4530,,,,0.76,,,
1347,KMT-2017-BLG-1038L,KMT-2017-BLG-1038L b,2019,,1.8,,635.66,2,13.4,1.19,0.123,1.45,,6000,,,,0.37,,,
1348,KMT-2017-BLG-1146L,KMT-2017-BLG-1146L b,2019,,1.6,,225.6593,0.71,14,1.25,0.128,0.452,,6500,,,,0.33,,,
1349,KMT-2018-BLG-1990L,KMT-2018-BLG-1990L b,2019,,0.763,,110.60484,0.348,12.9,1.15,0.118,0.283,,967,,,,0.09,,,
1350,KOI-12,KOI-12 b,2015,17.855182,0.154,0.34,349.613,1.1,13.787,1.23,0.126,0.733,,403.99,6466.33,4.34,0.574,1.5,1.4,0.09,1.45
1351,KOI-1257,KOI-1257 b,2014,86.647661,0.382,0.772,460.83,1.45,10.54,0.94,0.097,2.1,511,900,5520,4.32,0.029,0.99,1.13,0.27,9.3
1352,KOI-13,KOI-13 b,2011,1.763588,0.03641,0.00064,2949.4624,9.28,16.948,1.512,0.155,3.6,2550,415,7650,4.2,0.971,1.72,1.74,0.2,1.12
1353,KOI-142,KOI-142 b,2013,10.95416,,0.05593,8.7,0.027,3.78,0.337,0.035,0.87,,339,5471,4.53,-0.223,0.96,0.88,0.2,2.2
1354,KOI-142,KOI-142 c,2013,22.3395,0.15525,0.05628,198.8,0.626,14.1,1.26,0.129,0.39,,339,5471,4.53,-0.223,0.96,0.88,0.2,2.2
1355,KOI-1599,KOI-1599.01,2019,20.4415,0.14728,0.014,4.6,0.01447,1.9,0.17,0.017,3.69,,1168.99,5370,4.45,0.082,1.02,0.97,0.052,
1356,KOI-1599,KOI-1599.02,2019,13.6088,0.112293,0.0114,9,0.02832,1.9,0.17,0.017,7.21,,1168.99,5370,4.45,0.082,1.02,0.97,0.052,
1357,KOI-217,KOI-217 b,2010,3.90512,0.0477,0,,,12.442,1.11,0.114,,,800,5545,4.53,-0.209,0.95,0.86,0.12,1.7
1358,KOI-351,KOI-351 b,2013,7.008151,0.074,,2.27,0.00714,1.31,0.117,0.012,5.55,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1359,KOI-351,KOI-351 c,2013,8.719375,0.089,,1.81,0.0057,1.19,0.106,0.011,5.9,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1360,KOI-351,KOI-351 d,2013,59.73667,0.32,,8.6,0.0271,2.87,0.256,0.026,2,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1361,KOI-351,KOI-351 e,2013,91.93913,0.42,,7.56,0.0238,2.66,0.237,0.024,2.21,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1362,KOI-351,KOI-351 f,2013,124.9144,0.48,,8.65,0.0272,2.88,0.257,0.026,1.99,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1363,KOI-351,KOI-351 g,2013,210.60697,0.71,,254.264,0.8,8.1,0.723,0.074,,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1364,KOI-351,KOI-351 h,2013,331.60059,1.01,,381.396,1.2,11.3,1.008,0.104,,,780,6080,4.4,0.25,1.2,1.2,-0.12,
1365,KOI-3680,KOI-3680 b,2018,141.241671,0.534,0.496,613.4119,1.93,11.097,0.99,0.102,2.46,347,946.59,5830,4.47,0.033,1.01,0.96,0.16,3.2
1366,KOI-55,KOI-55 b,2011,0.240104,0.006,,0.44,0.0014,0.759,0.068,0.007,5.53,,1180,27730,5.52,1.36,0.5,0.2,-0.106,
1367,KOI-55,KOI-55 c,2011,0.342887,0.0076,,0.655,0.0021,0.867,0.077,0.008,5.52,,1180,27730,5.52,1.36,0.5,0.2,-0.106,
1368,KOI-94,KOI-94 b,2013,3.743208,0.05119,0.25,10.5,0.033,1.71,0.153,0.016,10.1,1486,483.65,6182,4.18,0.479,1.28,1.52,0.023,3.16
1369,KOI-94,KOI-94 c,2013,10.423648,0.1013,0.43,15.6,0.049,4.32,0.385,0.04,0.91,1012,483.65,6182,4.18,0.479,1.28,1.52,0.023,3.16
1370,KOI-94,KOI-94 d,2013,22.342989,0.1684,0.022,106,0.334,11.27,1.005,0.103,0.363,806,483.65,6182,4.18,0.479,1.28,1.52,0.023,3.16
1371,KOI-94,KOI-94 e,2013,54.32031,0.3046,0.019,35,0.11,6.56,0.585,0.06,0.6,584,483.65,6182,4.18,0.479,1.28,1.52,0.023,3.16
1372,KPS-1,KPS-1 b,2018,1.706291,0.0269,0,346.4347,1.09,11.545,1.03,0.106,1.31,1459,264.69,5165,4.47,-0.353,0.89,0.91,0.22,
1373,Kapteyn,Kapteyn c,2014,121.54,0.311,0.23,7,0.022,2.54,0.227,0.023,2.35,,3.93,3550,,-2,0.28,0.29,-0.89,
1374,Kepler-10,Kepler-10 b,2011,0.837491,0.0172,0.06,4.60853,0.0145,1.481,0.132,0.014,8,2130,186.5,5627,4.35,0.053,0.91,1.06,-0.15,9.12
1375,Kepler-10,Kepler-10 c,2011,45.294301,0.241,0,17.2,0.054,2.35,0.21,0.022,7.1,584,186.5,5627,4.35,0.053,0.91,1.06,-0.15,9.12
1376,Kepler-100,Kepler-100 b,2014,6.88705,,0.13,7.34,0.023,1.32,0.118,0.012,14.25,,307.34,5825,4.12,0.4,1.08,1.49,0.02,6.46
1377,Kepler-100,Kepler-100 c,2014,12.8159,,0.02,7.05,0.02218,2.2,0.196,0.02,,,307.34,5825,4.12,0.4,1.08,1.49,0.02,6.46
1378,Kepler-100,Kepler-100 d,2014,35.3331,,0.38,3,0.00944,1.61,0.144,0.015,,,307.34,5825,4.12,0.4,1.08,1.49,0.02,6.46
1379,Kepler-1000,Kepler-1000 b,2016,120.0181272,,,20.3,0.0639,4.76,0.425,0.044,1.03,,925,6453,4.23,0.709,1.4,1.51,0.35,1.26
1380,Kepler-1001,Kepler-1001 b,2016,14.30511983,,,10.1,0.0317,3.15,0.281,0.029,1.78,,1009,5491,4.52,-0.283,0.9,0.88,-0.03,4.68
1381,Kepler-1002,Kepler-1002 b,2016,4.33642933,,,3.57,0.0112,1.71,0.153,0.016,3.92,,425,6144,4.13,0.501,1.22,1.57,0.04,4.07
1382,Kepler-1003,Kepler-1003 b,2016,3.55485691,,,3.82,0.012,1.78,0.159,0.016,3.72,,873,6109,4.35,0.234,1.11,1.17,0.01,3.16
1383,Kepler-1004,Kepler-1004 b,2016,5.28789787,,,32.5,0.102,6.28,0.56,0.058,0.721,,1080,4972,3.43,0.713,1.11,3.39,-0.04,7.76
1384,Kepler-1005,Kepler-1005 b,2016,6.49801525,,,2.86,0.00899,1.5,0.134,0.014,4.66,,515,5782,4.38,0.121,1,1.06,0.02,6.17
1385,Kepler-1006,Kepler-1006 b,2016,19.76172042,,,2.99,0.0094,1.54,0.137,0.014,4.5,,496,5328,4.59,-0.4,0.78,0.74,-0.4,4.27
1386,Kepler-1007,Kepler-1007 b,2016,5.18500207,,,2.67,0.00839,1.44,0.128,0.013,4.91,,365,4587,4.62,-0.568,0.73,0.7,0.03,4.17
1387,Kepler-1008,Kepler-1008 b,2016,12.43931193,,,2.18,0.00687,1.28,0.114,0.012,5.71,,299,5066,4.56,-0.518,0.81,0.78,-0.01,6.76
1388,Kepler-1009,Kepler-1009 b,2016,11.35011917,,,5.35,0.0168,2.17,0.194,0.02,2.88,,281,4027,4.7,-0.893,0.59,0.57,-0.12,3.16
1389,Kepler-101,Kepler-101 b,2014,3.4876812,0.0474,0.086,51.1,0.16,5.77,0.51,0.053,1.45,1513,953.44,5667,4.12,0.417,1.17,1.56,0.33,5.9
1390,Kepler-101,Kepler-101 c,2014,6.02976,0.0684,0,3.78,0.01,1.25,0.112,0.011,10.5,1413,953.44,5667,4.12,0.417,1.17,1.56,0.33,5.9
1391,Kepler-1010,Kepler-1010 b,2016,34.2685705,,,5.99,0.0189,2.32,0.207,0.021,2.64,,610,5253,4.55,-0.424,0.86,0.82,-0.01,4.79
1392,Kepler-1011,Kepler-1011 b,2016,5.75322197,,,8.6,0.0271,2.87,0.256,0.026,2,,860,5416,4.52,-0.411,0.91,0.88,0.08,4.47
1393,Kepler-1012,Kepler-1012 b,2016,5.50860439,,,2.21,0.00696,1.29,0.115,0.012,5.66,,420,5556,4.5,-0.203,0.95,0.91,0.05,3.72
1394,Kepler-1013,Kepler-1013 b,2016,18.93054959,,,5.27,0.0166,2.15,0.192,0.02,2.91,,433,4954,4.59,-0.585,0.81,0.76,0.04,4.27
1395,Kepler-1014,Kepler-1014 b,2016,16.57110363,,,6.3,0.0198,2.39,0.213,0.022,2.54,,672,5388,4.54,-0.335,0.88,0.84,-0.06,4.79
1396,Kepler-1015,Kepler-1015 b,2016,16.00494214,,,12.3,0.0388,3.55,0.317,0.033,1.51,,932,6769,4.09,0.515,1.49,1.81,0.06,1.58
1397,Kepler-1016,Kepler-1016 b,2016,1.95452434,,,5.39,0.017,2.18,0.194,0.02,2.86,,1239,5821,4.44,0.085,0.99,1,-0.03,3.89
1398,Kepler-1016,Kepler-1016 c,2016,105.6551369,,,13.1,0.0413,3.68,0.328,0.034,1.44,,1239,5821,4.44,0.085,0.99,1,-0.03,3.89
1399,Kepler-1017,Kepler-1017 b,2016,7.23400469,,,4.62,0.0145,1.99,0.178,0.018,3.22,,554,5473,4.53,-0.241,0.93,0.87,0.04,2.95
1400,Kepler-1018,Kepler-1018 b,2016,49.1013514,,,7.18,0.0226,2.58,0.23,0.024,2.3,,894,5518,4.52,-0.086,0.91,0.88,-0.05,4.47
1401,Kepler-1019,Kepler-1019 b,2016,1.41122985,,,2.73,0.00859,1.46,0.13,0.013,4.82,,198,4433,4.64,-0.857,0.7,0.67,0.01,3.55
1402,Kepler-102,Kepler-102 b,2014,5.28696,,,4.3,0.01353,0.47,0.042,0.004,,,108.13,4909,4.58,-0.553,0.81,0.76,0.18,4.07
1403,Kepler-102,Kepler-102 c,2014,7.07142,,,3,0.00944,0.58,0.052,0.005,,,108.13,4909,4.58,-0.553,0.81,0.76,0.18,4.07
1404,Kepler-102,Kepler-102 d,2014,10.3117,,,3.8,0.012,1.18,0.105,0.011,13.27,,108.13,4909,4.58,-0.553,0.81,0.76,0.18,4.07
1405,Kepler-102,Kepler-102 e,2013,16.1457,,,8.93,0.028,2.22,0.198,0.02,4.68,,108.13,4909,4.58,-0.553,0.81,0.76,0.18,4.07
1406,Kepler-102,Kepler-102 f,2014,27.4536,,,5.2,0.01636,0.88,0.079,0.008,,,108.13,4909,4.58,-0.553,0.81,0.76,0.18,4.07
1407,Kepler-1020,Kepler-1020 b,2016,96.9151496,,,5.82,0.0183,2.28,0.203,0.021,2.7,,446,5227,4.57,-0.442,0.87,0.8,0,3.63
1408,Kepler-1021,Kepler-1021 b,2016,13.47469571,,,6.04,0.019,2.33,0.208,0.021,2.62,,837,5431,4.53,-0.318,0.89,0.86,-0.05,4.68
1409,Kepler-1022,Kepler-1022 b,2016,10.99469878,,,6.17,0.0194,2.36,0.211,0.022,2.58,,455,4445,4.64,-0.878,0.71,0.68,0.06,3.63
1410,Kepler-1023,Kepler-1023 b,2016,62.1387714,,,7.41,0.0233,2.63,0.235,0.024,2.24,,686,5494,4.51,-0.2,0.93,0.89,0.05,4.47
1411,Kepler-1024,Kepler-1024 b,2016,66.4162133,,,14.5,0.0457,3.91,0.349,0.036,1.33,,1017,5143,4.57,-0.385,0.81,0.78,-0.1,5.25
1412,Kepler-1025,Kepler-1025 b,2016,37.3229493,,,4.58,0.0144,1.98,0.177,0.018,3.24,,716,6089,4.37,0.271,1.09,1.13,-0.03,3.31
1413,Kepler-1026,Kepler-1026 b,2016,36.5156053,,,5.52,0.0174,2.21,0.197,0.02,2.81,,389,4948,4.59,-0.664,0.79,0.75,-0.02,4.57
1414,Kepler-1027,Kepler-1027 b,2016,1.9078052,,,0.64,0.00201,0.89,0.079,0.008,4.99,,291,5436,4.57,-0.021,0.91,0.82,-0.06,1.41
1415,Kepler-1028,Kepler-1028 b,2016,2.51462432,,,2.33,0.00733,1.33,0.119,0.012,5.44,,633,5522,4.52,-0.255,0.9,0.87,-0.09,4.68
1416,Kepler-1029,Kepler-1029 b,2016,4.41769648,,,2.13,0.00669,1.26,0.112,0.012,5.85,,422,5030,4.58,-0.674,0.82,0.77,0.01,4.07
1417,Kepler-103,Kepler-103 b,2014,15.9654,,0.03,9.7,0.031,3.37,0.301,0.031,1.38,,501.93,5845,4.16,0.373,1.09,1.44,0.07,5.7
1418,Kepler-103,Kepler-103 c,2014,179.612,,0.02,36.1,0.114,5.14,0.459,0.047,1.47,,501.93,5845,4.16,0.373,1.09,1.44,0.07,5.7
1419,Kepler-1030,Kepler-1030 b,2016,19.32952416,,,6.71,0.0211,2.48,0.221,0.023,2.42,,795,4983,4.59,-0.593,0.8,0.76,-0.01,4.37
1420,Kepler-1031,Kepler-1031 b,2016,1.22621732,,,0.59,0.00186,0.87,0.078,0.008,4.92,,741,6011,4.38,0.17,1.09,1.12,0.03,3.39
1421,Kepler-1032,Kepler-1032 b,2016,3.29011795,,,4.16,0.0131,1.87,0.167,0.017,3.5,,607,4647,4.62,-0.655,0.77,0.71,0.16,1.86
1422,Kepler-1033,Kepler-1033 b,2016,7.56052806,,,6.85,0.0215,2.51,0.224,0.023,2.38,,1425,5547,4.49,-0.121,0.94,0.92,0.06,5.01
1423,Kepler-1034,Kepler-1034 b,2016,12.12400943,,,5.73,0.018,2.26,0.202,0.021,2.73,,706,5198,4.57,-0.463,0.83,0.8,-0.06,4.79
1424,Kepler-1035,Kepler-1035 b,2016,2.71407755,,,1.71,0.00537,1.17,0.104,0.011,5.87,,408,5763,4.45,0.196,0.98,0.97,-0.03,4.47
1425,Kepler-1036,Kepler-1036 b,2016,122.8808058,,,9.32,0.0293,3.01,0.269,0.028,1.88,,507,5533,4.52,-0.228,0.95,0.89,0.04,3.24
1426,Kepler-1037,Kepler-1037 b,2016,1.06378867,,,2.18,0.00687,1.28,0.114,0.012,5.71,,451,5105,4.57,-0.463,0.82,0.78,-0.03,5.13
1427,Kepler-1038,Kepler-1038 b,2016,148.4603382,,,12.2,0.0384,3.53,0.315,0.032,1.52,,622,5335,4.55,-0.48,0.87,0.83,-0.04,4.27
1428,Kepler-1039,Kepler-1039 b,2016,0.93488424,,,2.73,0.00859,1.46,0.13,0.013,4.82,,324,4870,4.6,-0.717,0.79,0.74,0.01,4.37
1429,Kepler-104,Kepler-104 b,2014,11.427548,0.094,,19.6,0.062,3.1,0.277,0.028,3.62,,405.42,5711,4.11,0.057,1.01,1.35,-0.2,3.72
1430,Kepler-104,Kepler-104 c,2014,23.668205,0.153,,9.96,0.0313,3.13,0.279,0.029,1.78,,405.42,5711,4.11,0.057,1.01,1.35,-0.2,3.72
1431,Kepler-104,Kepler-104 d,2014,51.755394,0.257,,12.5,0.0394,3.58,0.319,0.033,1.5,,405.42,5711,4.11,0.057,1.01,1.35,-0.2,3.72
1432,Kepler-1040,Kepler-1040 b,2016,201.1214,,,4.98,0.0157,2.08,0.186,0.019,3.04,,473,5694,4.47,-0.071,0.98,0.96,0.01,4.17
1433,Kepler-1041,Kepler-1041 b,2016,24.7576421,,,8.96,0.0282,2.94,0.262,0.027,1.94,,979,5957,4.4,0.477,1.06,1.08,0.01,3.55
1434,Kepler-1042,Kepler-1042 b,2016,10.13202575,,,5.43,0.0171,2.19,0.195,0.02,2.84,,659,4815,4.61,-0.6,0.75,0.72,-0.1,4.79
1435,Kepler-1043,Kepler-1043 b,2016,38.5053398,,,7.04,0.0221,2.55,0.227,0.023,2.33,,838,5629,4.5,-0.09,0.92,0.9,-0.11,4.47
1436,Kepler-1044,Kepler-1044 b,2016,6.77408868,,,7.61,0.0239,2.67,0.238,0.024,2.2,,1507,5985,4.38,-0.004,1.08,1.11,0.04,3.55
1437,Kepler-1045,Kepler-1045 b,2016,26.41045478,,,7.7,0.0242,2.69,0.24,0.025,2.17,,971,5301,4.55,-0.344,0.86,0.82,-0.03,4.47
1438,Kepler-1046,Kepler-1046 b,2016,14.37508035,,,3.57,0.0112,1.71,0.153,0.016,3.92,,518,5913,4.42,0.064,1.04,1.04,0,3.63
1439,Kepler-1047,Kepler-1047 b,2016,56.1886887,,,5.02,0.0158,2.09,0.186,0.019,3.02,,566,5754,4.37,0.399,1.08,1.13,0.29,4.47
1440,Kepler-1047,Kepler-1047 c,2016,3.18897601,,,0.937,0.00295,0.99,0.088,0.009,5.31,,566,5754,4.37,0.399,1.08,1.13,0.29,4.47
1441,Kepler-1048,Kepler-1048 b,2016,6.92101021,,,3.22,0.0101,1.61,0.144,0.015,4.24,,415,4651,4.62,-0.46,0.75,0.7,0.01,3.98
1442,Kepler-1049,Kepler-1049 b,2016,3.27346074,,,0.809,0.00254,0.95,0.085,0.009,5.18,,129,3864,4.77,-1.178,0.51,0.49,-0.33,3.8
1443,Kepler-105,Kepler-105 b,2013,5.4122,0.066,0.47,5.1,0.016,4.81,0.429,0.044,0.252,1418,465.33,5827,4.35,0.082,0.96,0.89,-0.19,3.47
1444,Kepler-105,Kepler-105 c,2014,7.1262,0.0731,,4.6,0.01447,1.31,0.117,0.012,11.2,997,465.33,5827,4.35,0.082,0.96,0.89,-0.19,3.47
1445,Kepler-1050,Kepler-1050 b,2016,15.3787546,,,3.19,0.01,1.6,0.143,0.015,4.28,,555,6010,4.37,0.035,1.09,1.13,0.03,3.55
1446,Kepler-1050,Kepler-1050 c,2016,21.1284569,,,2.79,0.00879,1.48,0.132,0.014,4.73,,555,6010,4.37,0.035,1.09,1.13,0.03,3.55
1447,Kepler-1051,Kepler-1051 b,2016,25.96200249,,,11.5,0.0361,3.4,0.303,0.031,1.61,,1021,6675,4.12,0.475,1.43,1.73,0.04,1.74
1448,Kepler-1052,Kepler-1052 b,2016,34.8538276,,,8.91,0.028,2.93,0.261,0.027,1.95,,1051,5888,4.42,-0.089,1.03,1.03,0,3.55
1449,Kepler-1053,Kepler-1053 b,2016,2.41435165,,,0.904,0.00284,0.98,0.087,0.009,5.28,,171,4529,4.63,-0.903,0.74,0.69,0.1,3.09
1450,Kepler-1054,Kepler-1054 b,2016,4.30655689,,,7.41,0.0233,2.63,0.235,0.024,2.24,,1050,6209,4.26,0.342,1.22,1.34,0.09,2.82
1451,Kepler-1055,Kepler-1055 b,2016,2.29503623,,,2.04,0.00642,1.23,0.11,0.011,6.02,,422,5723,4.49,-0.159,0.98,0.94,-0.02,3.09
1452,Kepler-1056,Kepler-1056 b,2016,27.495606,,,9.32,0.0293,3.01,0.269,0.028,1.88,,971,6127,4.33,0.12,1.12,1.2,0.02,2.95
1453,Kepler-1057,Kepler-1057 b,2016,14.08827448,,,11.2,0.0354,3.36,0.3,0.031,1.62,,1462,5987,4.38,-0.163,1.07,1.1,0.01,3.09
1454,Kepler-1058,Kepler-1058 b,2016,110.96546,,,7.85,0.0247,2.72,0.243,0.025,2.14,,525,4644,4.63,-0.316,0.73,0.69,-0.06,3.39
1455,Kepler-1059,Kepler-1059 b,2016,3.76419105,,,3.64,0.0115,1.73,0.154,0.016,3.86,,673,4906,4.61,-0.563,0.75,0.72,-0.15,5.37
1456,Kepler-106,Kepler-106 b,2014,6.16486,,,5.3,0.01668,0.82,0.073,0.007,,,449.98,5858,4.41,0.042,1,1.04,-0.12,4.83
1457,Kepler-106,Kepler-106 c,2014,13.5708,,,10.44,0.033,2.5,0.223,0.023,3.28,,449.98,5858,4.41,0.042,1,1.04,-0.12,4.83
1458,Kepler-106,Kepler-106 d,2014,23.9802,,,8.1,0.02549,0.95,0.085,0.009,,,449.98,5858,4.41,0.042,1,1.04,-0.12,4.83
1459,Kepler-106,Kepler-106 e,2014,43.8445,,,11.17,0.035,2.56,0.228,0.024,3.1,,449.98,5858,4.41,0.042,1,1.04,-0.12,4.83
1460,Kepler-1060,Kepler-1060 b,2016,46.8779367,,,6.26,0.0197,2.38,0.212,0.022,2.55,,861,5797,4.44,0.012,0.99,0.99,-0.03,4.27
1461,Kepler-1061,Kepler-1061 b,2016,2.75798267,,,4.58,0.0144,1.98,0.177,0.018,3.24,,585,6067,4.42,0.067,1.09,1.07,-0.03,2.14
1462,Kepler-1062,Kepler-1062 b,2016,9.30412078,,,3.75,0.0118,1.76,0.157,0.016,3.78,,388,4597,4.62,-0.705,0.75,0.7,0.11,2.45
1463,Kepler-1063,Kepler-1063 b,2016,14.07971466,,,2.83,0.00889,1.49,0.133,0.014,4.7,,365,5945,4.37,0.166,1.09,1.14,0.09,3.39
1464,Kepler-1064,Kepler-1064 b,2016,16.54080322,,,3.02,0.00951,1.55,0.138,0.014,4.46,,374,5153,4.57,-0.401,0.85,0.79,0,3.89
1465,Kepler-1065,Kepler-1065 b,2016,3.60930891,,,13.4,0.0422,3.73,0.333,0.034,1.42,,1078,5635,4.49,-0.176,0.94,0.93,-0.01,4.47
1466,Kepler-1065,Kepler-1065 c,2016,2.37030743,,,3.19,0.01,1.6,0.143,0.015,4.28,,1078,5635,4.49,-0.176,0.94,0.93,-0.01,4.47
1467,Kepler-1066,Kepler-1066 b,2016,1.93155984,,,6.17,0.0194,2.36,0.211,0.022,2.58,,399,5762,4.45,-0.239,0.98,0.98,-0.03,3.8
1468,Kepler-1067,Kepler-1067 b,2016,0.76212926,,,0.437,0.00137,0.8,0.071,0.007,4.69,,689,5592,4.49,-0.159,0.95,0.93,0.03,4.79
1469,Kepler-1068,Kepler-1068 b,2016,16.92344113,,,12.8,0.0403,3.63,0.324,0.033,1.47,,1532,5806,4.43,-0.07,1.01,1.01,0.03,4.17
1470,Kepler-1069,Kepler-1069 b,2016,23.8990296,,,3.19,0.01,1.6,0.143,0.015,4.28,,435,5722,4.46,0.349,0.99,0.98,0.04,4.37
1471,Kepler-107,Kepler-107 b,2014,3.1800218,0.04544,0,3.51,0.01104,1.536,0.137,0.014,5.3,1593,525.5,5854,4.21,0.344,1.24,1.45,0.321,4.29
1472,Kepler-107,Kepler-107 c,2014,4.901452,0.06064,0,9.39,0.02954,1.597,0.142,0.015,12.65,1379,525.5,5854,4.21,0.344,1.24,1.45,0.321,4.29
1473,Kepler-107,Kepler-107 d,2014,7.95839,0.08377,0,3.8,0.01196,0.86,0.077,0.008,33.1,1173,525.5,5854,4.21,0.344,1.24,1.45,0.321,4.29
1474,Kepler-107,Kepler-107 e,2014,14.749143,0.12639,0,8.6,0.02706,2.903,0.259,0.027,2,955,525.5,5854,4.21,0.344,1.24,1.45,0.321,4.29
1475,Kepler-1070,Kepler-1070 b,2016,6.2216147,,,3.64,0.0115,1.73,0.154,0.016,3.86,,1040,6261,4.27,0.268,1.21,1.32,0.03,2.75
1476,Kepler-1071,Kepler-1071 b,2016,6.1799844,,,6.26,0.0197,2.38,0.212,0.022,2.55,,964,5215,4.56,-0.35,0.86,0.81,0.01,4.27
1477,Kepler-1072,Kepler-1072 b,2016,1.5690665,,,3.12,0.00982,1.58,0.141,0.014,4.35,,976,6199,4.27,0.341,1.2,1.32,0.07,2.88
1478,Kepler-1073,Kepler-1073 b,2016,8.67888593,,,5.9,0.0186,2.3,0.205,0.021,2.66,,837,5792,4.44,-0.089,1,1,0,3.72
1479,Kepler-1073,Kepler-1073 c,2016,4.02582254,,,3.33,0.0105,1.64,0.146,0.015,4.15,,837,5792,4.44,-0.089,1,1,0,3.72
1480,Kepler-1074,Kepler-1074 b,2016,5.94566534,,,2.1,0.0066,1.25,0.112,0.011,5.91,,245,4002,4.7,-1.076,0.6,0.57,-0.06,3.55
1481,Kepler-1075,Kepler-1075 b,2016,1.52372816,,,2.6,0.00819,1.42,0.127,0.013,4.99,,265,3959,4.72,-1.091,0.56,0.54,-0.17,2.95
1482,Kepler-1076,Kepler-1076 b,2016,6.14727918,,,0.437,0.00137,0.8,0.071,0.007,4.69,,199,4868,4.6,-0.557,0.79,0.74,-0.01,3.72
1483,Kepler-1077,Kepler-1077 b,2016,34.3511874,,,8.1,0.0255,2.77,0.247,0.025,2.09,,1098,5816,4.43,-0.003,1.02,1.02,0.03,4.17
1484,Kepler-1078,Kepler-1078 b,2016,3.00725242,,,4.27,0.0134,1.9,0.17,0.017,3.42,,1215,5612,4.49,0.502,0.94,0.92,-0.01,4.37
