hostname,name,disc_method,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,parsec_dist,optmag,optmagband,nirmag,st_eff_temp,st_surface_g,st_lumin,solar_mass,solar_rad,age_gyr
Kepler-1652,Kepler-1652 b,Transit,2017,38.09722,3.19,1.6,9.9,252,16.002,G (Gaia),12.635,3638,4.88,-1.638,0.4,0.38,3.2
Kepler-1653,Kepler-1653 b,Transit,2017,140.2524,5.35,2.17,3.08,755,15.429,Kepler-band,13.211,4807,4.62,-0.636,0.72,0.69,7.7
Kepler-1654,Kepler-1654 b,Transit,2018,1047.8356,158.915,9.18,1.2,577.6,13.406,G (Gaia),11.922,5597,4.3,0.09,1.01,1.18,5
Kepler-1655,Kepler-1655 b,Transit,2018,11.8728787,5,2.213,2.5,214.58,11.014,G (Gaia),9.785,6148,4.36,0.123,1.03,1.03,2.56
Kepler-1656,Kepler-1656 b,Transit,2018,31.578659,48.6,5.02,2.13,186.88,11.64,V (Johnson),9.64,5731,4.37,-0.004,1.03,1.1,6.31
Kepler-1658,Kepler-1658 b,Transit,2019,3.84937278,1868.8404,11.994,6.36,806.07,11.42,G (Gaia),10.195,6216,3.67,1.111,1.45,2.89,
Kepler-166,Kepler-166 b,Transit,2014,7.650254,5.77,2.27,2.71,614.16,14.685,G (Gaia),12.876,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-166,Kepler-166 c,Transit,2014,34.260281,6.26,2.38,2.55,614.16,14.685,G (Gaia),12.876,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-166,Kepler-166 d,Transit,2016,1.55400393,3.64,1.73,3.86,614.16,14.685,G (Gaia),12.876,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-167,Kepler-167 b,Transit,2014,4.3931632,3.24,1.615,4.23,330,14,G (Gaia),11.832,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,Kepler-167 c,Transit,2014,7.406114,3.01,1.548,4.46,330,14,G (Gaia),11.832,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,Kepler-167 d,Transit,2016,21.803855,1.83,1.194,5.91,330,14,G (Gaia),11.832,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,Kepler-167 e,Transit,2016,1071.23228,73.4,10.15,0.386,330,14,G (Gaia),11.832,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-168,Kepler-168 b,Transit,2014,4.425391,2.73,1.46,4.82,1396,14.605,G (Gaia),13.206,6282,4.42,0.319,1.3,1.11,2.29
Kepler-168,Kepler-168 c,Transit,2014,13.193242,7.7,2.69,2.17,1396,14.605,G (Gaia),13.206,6282,4.42,0.319,1.3,1.11,2.29
Kepler-169,Kepler-169 b,Transit,2014,3.250619,1.51,1.13,5.75,411.34,14.162,G (Gaia),12.186,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,Kepler-169 c,Transit,2014,6.195469,1.92,1.21,5.96,411.34,14.162,G (Gaia),12.186,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,Kepler-169 d,Transit,2014,8.348125,2.1,1.25,5.91,411.34,14.162,G (Gaia),12.186,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,Kepler-169 e,Transit,2014,13.767102,5.48,2.2,2.83,411.34,14.162,G (Gaia),12.186,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,Kepler-169 f,Transit,2014,87.090195,7.18,2.58,2.3,411.34,14.162,G (Gaia),12.186,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-17,Kepler-17 b,Transit,2011,1.4857108,778.65,14.68,1.35,800,14.131,G (Gaia),12.585,5781,4.53,-0.037,1.16,1.05,1.78
Kepler-170,Kepler-170 b,Transit,2014,7.930592,82.6,3.2,13.9,754.64,14.347,G (Gaia),12.677,5679,4.45,-0.098,1.03,1.03,3.63
Kepler-170,Kepler-170 c,Transit,2014,16.665863,8.55,2.86,2.01,754.64,14.347,G (Gaia),12.677,5679,4.45,-0.098,1.03,1.03,3.63
Kepler-171,Kepler-171 b,Transit,2014,4.166972,6.08,2.34,2.61,885.43,14.905,G (Gaia),13.206,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-171,Kepler-171 c,Transit,2014,11.463462,7.08,2.56,2.32,885.43,14.905,G (Gaia),13.206,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-171,Kepler-171 d,Transit,2014,39.595519,4.23,1.89,3.44,885.43,14.905,G (Gaia),13.206,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-172,Kepler-172 b,Transit,2014,2.940309,6.12,2.35,2.59,848.56,14.537,G (Gaia),12.793,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,Kepler-172 c,Transit,2014,6.388996,8.55,2.86,2.01,848.56,14.537,G (Gaia),12.793,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,Kepler-172 d,Transit,2014,14.627119,5.69,2.25,2.74,848.56,14.537,G (Gaia),12.793,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,Kepler-172 e,Transit,2014,35.118736,8.05,2.76,2.1,848.56,14.537,G (Gaia),12.793,5526,4.38,-0.067,1,1.08,6.46
Kepler-173,Kepler-173 b,Transit,2014,4.263742,2.21,1.29,5.66,853.39,14.258,G (Gaia),12.668,6031,4.4,0.036,1.04,0.95,3.98
Kepler-173,Kepler-173 c,Transit,2014,8.005777,6.48,2.43,2.48,853.39,14.258,G (Gaia),12.668,6031,4.4,0.036,1.04,0.95,3.98
Kepler-174,Kepler-174 b,Transit,2014,13.98179,4.5,1.96,3.28,389.07,14.286,G (Gaia),12.184,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-174,Kepler-174 c,Transit,2014,44.000529,2.83,1.49,4.7,389.07,14.286,G (Gaia),12.184,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-174,Kepler-174 d,Transit,2014,247.35373,5.43,2.19,2.84,389.07,14.286,G (Gaia),12.184,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-175,Kepler-175 b,Transit,2014,11.903515,7.08,2.56,2.32,1363.39,14.911,G (Gaia),13.496,6064,4.47,0.185,1.12,1.01,3.39
Kepler-175,Kepler-175 c,Transit,2014,34.035257,9.8,3.1,1.81,1363.39,14.911,G (Gaia),13.496,6064,4.47,0.185,1.12,1.01,3.39
Kepler-176,Kepler-176 b,Transit,2014,5.433074,2.63,1.43,4.94,535.4,14.545,G (Gaia),12.567,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,Kepler-176 c,Transit,2014,12.759712,23,2.6,7.19,535.4,14.545,G (Gaia),12.567,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,Kepler-176 d,Transit,2014,25.751974,15.2,2.51,5.28,535.4,14.545,G (Gaia),12.567,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,Kepler-176 e,Transit,2016,51.16579,2.7,1.45,4.87,535.4,14.545,G (Gaia),12.567,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-177,Kepler-177 b,Transit,2013,36.855,2,2.9,1,1497.42,14.941,G (Gaia),13.421,5942,4.42,0.246,1,1.05,4.37
Kepler-177,Kepler-177 c,Transit,2013,49.412,7.5,7.1,0.2,1497.42,14.941,G (Gaia),13.421,5942,4.42,0.246,1,1.05,4.37
Kepler-178,Kepler-178 b,Transit,2014,9.576694,8.75,2.9,1.97,731.04,14.578,G (Gaia),12.899,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-178,Kepler-178 c,Transit,2014,20.552802,8.65,2.88,1.99,731.04,14.578,G (Gaia),12.899,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-178,Kepler-178 d,Transit,2014,96.678988,14.8,3.95,1.32,731.04,14.578,G (Gaia),12.899,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-179,Kepler-179 b,Transit,2014,2.735926,3.33,1.64,4.15,616.39,14.603,G (Gaia),12.75,5302,4.61,-0.352,0.91,0.76,4.27
Kepler-179,Kepler-179 c,Transit,2014,6.40013,4.66,2,3.2,616.39,14.603,G (Gaia),12.75,5302,4.61,-0.352,0.91,0.76,4.27
Kepler-18,Kepler-18 b,Transit,2011,3.504725,6.9,2,4.9,438.51,13.539,G (Gaia),11.756,5345,4.31,-0.031,0.97,1.11,10
Kepler-18,Kepler-18 c,Transit,2011,7.64159,17.3,5.49,0.59,438.51,13.539,G (Gaia),11.756,5345,4.31,-0.031,0.97,1.11,10
Kepler-18,Kepler-18 d,Transit,2011,14.85888,16.4,6.98,0.27,438.51,13.539,G (Gaia),11.756,5345,4.31,-0.031,0.97,1.11,10
Kepler-180,Kepler-180 b,Transit,2014,13.817124,2.86,1.5,4.66,709.83,14.325,G (Gaia),12.685,5731,4.34,-0.14,0.95,1.06,4.57
Kepler-180,Kepler-180 c,Transit,2014,41.885775,9.32,3.01,1.88,709.83,14.325,G (Gaia),12.685,5731,4.34,-0.14,0.95,1.06,4.57
Kepler-181,Kepler-181 b,Transit,2014,3.137873,2.15,1.27,5.77,620.09,14.714,G (Gaia),12.876,5333,4.62,-0.388,0.88,0.75,4.57
Kepler-181,Kepler-181 c,Transit,2014,4.302149,4.62,1.99,3.22,620.09,14.714,G (Gaia),12.876,5333,4.62,-0.388,0.88,0.75,4.57
Kepler-182,Kepler-182 b,Transit,2014,9.825792,7.18,2.58,2.3,1621.79,14.874,G (Gaia),13.518,6250,4.4,0.342,1.16,1.15,3.09
Kepler-182,Kepler-182 c,Transit,2014,20.684342,11.6,3.43,1.58,1621.79,14.874,G (Gaia),13.518,6250,4.4,0.342,1.16,1.15,3.09
Kepler-183,Kepler-183 b,Transit,2014,5.687945,4.9,2.06,3.08,1082.6,14.893,G (Gaia),13.308,5888,4.5,-0.01,1,0.96,4.27
Kepler-183,Kepler-183 c,Transit,2014,11.637071,35.7,2.27,16.8,1082.6,14.893,G (Gaia),13.308,5888,4.5,-0.01,1,0.96,4.27
Kepler-184,Kepler-184 b,Transit,2014,10.687576,6.17,2.36,2.58,621.24,14.311,G (Gaia),12.69,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-184,Kepler-184 c,Transit,2014,20.303005,8.8,1.97,6.32,621.24,14.311,G (Gaia),12.69,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-184,Kepler-184 d,Transit,2014,29.022358,6.76,2.49,2.41,621.24,14.311,G (Gaia),12.69,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-185,Kepler-185 b,Transit,2014,1.6329,1.71,1.17,5.87,473.07,14.443,G (Gaia),12.515,5208,4.54,-0.516,0.82,0.81,4.9
Kepler-185,Kepler-185 c,Transit,2014,20.729042,4.74,2.02,3.16,473.07,14.443,G (Gaia),12.515,5208,4.54,-0.516,0.82,0.81,4.9
Kepler-186,Kepler-186 b,Transit,2014,3.8867907,1.24,1.07,5.56,172,14.599,G (Gaia),11.605,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,Kepler-186 c,Transit,2014,7.267302,2.1,1.25,5.91,172,14.599,G (Gaia),11.605,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,Kepler-186 d,Transit,2014,13.342996,2.54,1.4,5.09,172,14.599,G (Gaia),11.605,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,Kepler-186 e,Transit,2014,22.407704,2.15,1.27,5.77,172,14.599,G (Gaia),11.605,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,Kepler-186 f,Transit,2014,129.9441,1.71,1.17,5.87,172,14.599,G (Gaia),11.605,3755,4.74,-1.26,0.54,0.52,4
Kepler-187,Kepler-187 b,Transit,2014,4.938864,2.57,1.41,5.04,1180.86,14.175,G (Gaia),12.566,6105,4.27,0.363,1.11,1.29,3.72
Kepler-187,Kepler-187 c,Transit,2014,10.640263,7.61,2.67,2.2,1180.86,14.175,G (Gaia),12.566,6105,4.27,0.363,1.11,1.29,3.72
Kepler-188,Kepler-188 b,Transit,2014,2.061897,3.46,1.68,4.01,996.09,14.634,G (Gaia),13.144,6021,4.35,0.016,0.98,1.14,4.37
Kepler-188,Kepler-188 c,Transit,2014,5.996553,10.3,3.19,1.74,996.09,14.634,G (Gaia),13.144,6021,4.35,0.016,0.98,1.14,4.37
Kepler-189,Kepler-189 b,Transit,2014,10.399931,1.92,1.21,5.96,601.75,14.821,G (Gaia),12.921,5235,4.62,-0.451,0.83,0.75,5.13
Kepler-189,Kepler-189 c,Transit,2014,20.134866,22.7,2.38,9.25,601.75,14.821,G (Gaia),12.921,5235,4.62,-0.451,0.83,0.75,5.13
Kepler-19,Kepler-19 b,Transit,2011,9.28716,8.4,2.209,10.4,219.95,11.876,G (Gaia),10.318,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-19,Kepler-19 c,Transit Timing Variations,2011,28.731,13.1,3.68,1.44,219.95,11.876,G (Gaia),10.318,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-19,Kepler-19 d,Radial Velocity,2017,62.95,22.5,5.06,0.954,219.95,11.876,G (Gaia),10.318,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-190,Kepler-190 b,Transit,2014,2.019999,3.05,1.56,4.41,438.88,14.118,G (Gaia),12.231,5106,4.56,-0.451,0.86,0.8,3.72
Kepler-190,Kepler-190 c,Transit,2014,3.763024,2.73,1.46,4.82,438.88,14.118,G (Gaia),12.231,5106,4.56,-0.451,0.86,0.8,3.72
Kepler-191,Kepler-191 b,Transit,2014,9.939632,2.36,1.34,5.39,604.75,14.776,G (Gaia),12.883,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-191,Kepler-191 c,Transit,2014,17.738506,4.12,1.86,3.52,604.75,14.776,G (Gaia),12.883,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-191,Kepler-191 d,Transit,2016,5.94504102,5.82,2.28,2.7,604.75,14.776,G (Gaia),12.883,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-192,Kepler-192 b,Transit,2014,9.926746,7.95,2.74,2.12,664.14,14.104,G (Gaia),12.427,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-192,Kepler-192 c,Transit,2014,21.2234,8.2,2.79,2.07,664.14,14.104,G (Gaia),12.427,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-192,Kepler-192 d,Transit,2016,6.47027579,1.04,1.02,5.39,664.14,14.104,G (Gaia),12.427,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-193,Kepler-193 b,Transit,2014,11.38848,6.3,2.39,2.54,1038.87,14.596,G (Gaia),13.218,6335,4.4,0.066,1.14,1.15,2.88
Kepler-193,Kepler-193 c,Transit,2014,50.697494,8,2.75,2.11,1038.87,14.596,G (Gaia),13.218,6335,4.4,0.066,1.14,1.15,2.88
Kepler-194,Kepler-194 b,Transit,2014,2.092281,2.89,1.51,4.61,1133.48,14.912,G (Gaia),13.512,6089,4.42,0.022,1.09,1.02,3.55
Kepler-194,Kepler-194 c,Transit,2014,17.308032,7.22,2.59,2.28,1133.48,14.912,G (Gaia),13.512,6089,4.42,0.022,1.09,1.02,3.55
Kepler-194,Kepler-194 d,Transit,2014,52.814973,6.35,2.4,2.52,1133.48,14.912,G (Gaia),13.512,6089,4.42,0.022,1.09,1.02,3.55
Kepler-195,Kepler-195 b,Transit,2014,8.307872,4.78,2.03,3.14,664.47,14.799,G (Gaia),12.959,5329,4.6,-0.367,0.83,0.78,4.9
Kepler-195,Kepler-195 c,Transit,2014,34.096863,3.02,1.55,4.46,664.47,14.799,G (Gaia),12.959,5329,4.6,-0.367,0.83,0.78,4.9
Kepler-196,Kepler-196 b,Transit,2014,20.739886,4.27,1.9,3.42,457.26,14.103,G (Gaia),12.235,5128,4.57,-0.409,0.85,0.78,3.98
Kepler-196,Kepler-196 c,Transit,2014,47.427737,5.65,2.24,2.76,457.26,14.103,G (Gaia),12.235,5128,4.57,-0.409,0.85,0.78,3.98
Kepler-197,Kepler-197 b,Transit,2014,5.599308,1.04,1.02,5.39,333.75,11.78,G (Gaia),10.535,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,Kepler-197 c,Transit,2014,10.349695,5.3,1.23,15.7,333.75,11.78,G (Gaia),10.535,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,Kepler-197 d,Transit,2014,15.677563,1.98,1.22,5.99,333.75,11.78,G (Gaia),10.535,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,Kepler-197 e,Transit,2014,25.209715,0.693,0.91,5.05,333.75,11.78,G (Gaia),10.535,6004,4.3,0.199,1.01,1.12,5.37
Kepler-198,Kepler-198 b,Transit,2014,17.790037,8.35,2.82,2.05,502.52,13.566,G (Gaia),12.027,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-198,Kepler-198 c,Transit,2014,49.567416,6.66,2.47,2.43,502.52,13.566,G (Gaia),12.027,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-198,Kepler-198 d,Transit,2016,1.31184443,2.96,1.53,4.54,502.52,13.566,G (Gaia),12.027,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-199,Kepler-199 b,Transit,2014,23.637604,9.85,3.11,1.8,528.99,13.597,G (Gaia),12.083,5644,4.44,-0.109,0.96,0.97,1.45
Kepler-199,Kepler-199 c,Transit,2014,67.093408,10.6,3.25,1.7,528.99,13.597,G (Gaia),12.083,5644,4.44,-0.109,0.96,0.97,1.45
Kepler-20,Kepler-20 b,Transit,2011,3.69611525,9.7,1.868,8.2,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,Kepler-20 c,Transit,2011,10.85409089,12.75,3.047,2.5,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,Kepler-20 d,Transit,2011,77.61130017,10.07,2.744,2.7,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,Kepler-20 e,Transit,2011,6.09852281,3.08,0.865,,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,Kepler-20 f,Transit,2011,19.57758478,14.3,1.003,,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,Kepler-20 g,Radial Velocity,2016,34.94,19.96,4.71,1.05,284.88,12.51,V (Johnson),10.871,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-200,Kepler-200 b,Transit,2014,8.594805,5.18,2.13,2.95,678.93,13.952,G (Gaia),12.455,5678,4.45,-0.045,0.98,0.94,3.63
Kepler-200,Kepler-200 c,Transit,2014,10.222157,3.15,1.59,4.31,678.93,13.952,G (Gaia),12.455,5678,4.45,-0.045,0.98,0.94,3.63
Kepler-201,Kepler-201 b,Transit,2014,25.672083,6.62,2.46,2.44,648.18,12.92,G (Gaia),11.737,6065,4.29,0.319,1.18,1.23,2.19
Kepler-201,Kepler-201 c,Transit,2014,151.884058,8.5,2.85,2.02,648.18,12.92,G (Gaia),11.737,6065,4.29,0.319,1.18,1.23,2.19
Kepler-202,Kepler-202 b,Transit,2014,4.069427,3.29,1.63,4.17,287.48,13.843,G (Gaia),11.639,4668,4.65,-0.708,0.78,0.67,3.24
Kepler-202,Kepler-202 c,Transit,2014,16.282493,4.08,1.85,3.54,287.48,13.843,G (Gaia),11.639,4668,4.65,-0.708,0.78,0.67,3.24
Kepler-203,Kepler-203 b,Transit,2014,3.162697,7.13,2.57,2.31,717.73,13.942,G (Gaia),12.445,5821,4.36,0.01,1,1.11,5.5
Kepler-203,Kepler-203 c,Transit,2014,5.370647,749.9,2.47,273,717.73,13.942,G (Gaia),12.445,5821,4.36,0.01,1,1.11,5.5
Kepler-203,Kepler-203 d,Transit,2014,11.32972,33.9,1.44,62.4,717.73,13.942,G (Gaia),12.445,5821,4.36,0.01,1,1.11,5.5
Kepler-204,Kepler-204 b,Transit,2014,14.400974,6.94,2.53,2.35,700.59,13.874,G (Gaia),12.481,5812,4.27,0.014,1.03,1.24,5.75
Kepler-204,Kepler-204 c,Transit,2014,25.660593,3.86,1.79,3.7,700.59,13.874,G (Gaia),12.481,5812,4.27,0.014,1.03,1.24,5.75
Kepler-205,Kepler-205 b,Transit,2014,2.75564,2.89,1.51,4.61,160.46,13.495,G (Gaia),10.833,4321,4.74,-0.989,0.6,0.55,3.16
Kepler-205,Kepler-205 c,Transit,2014,20.306546,3.33,1.64,4.15,160.46,13.495,G (Gaia),10.833,4321,4.74,-0.989,0.6,0.55,3.16
Kepler-206,Kepler-206 b,Transit,2014,7.781987,1.87,1.2,5.95,604.81,13.461,G (Gaia),12.001,5764,4.31,0.053,1.05,1.19,5.25
Kepler-206,Kepler-206 c,Transit,2014,13.137471,3.78,1.77,3.75,604.81,13.461,G (Gaia),12.001,5764,4.31,0.053,1.05,1.19,5.25
Kepler-206,Kepler-206 d,Transit,2014,23.44281,1.81,1.19,5.9,604.81,13.461,G (Gaia),12.001,5764,4.31,0.053,1.05,1.19,5.25
Kepler-207,Kepler-207 b,Transit,2014,1.611865,3.09,1.57,4.39,898.2,13.167,G (Gaia),11.805,5920,4.13,0.511,1.2,1.59,4.17
Kepler-207,Kepler-207 c,Transit,2014,3.071571,2.86,1.5,4.66,898.2,13.167,G (Gaia),11.805,5920,4.13,0.511,1.2,1.59,4.17
Kepler-207,Kepler-207 d,Transit,2014,5.868075,11,3.31,1.67,898.2,13.167,G (Gaia),11.805,5920,4.13,0.511,1.2,1.59,4.17
Kepler-208,Kepler-208 b,Transit,2014,4.22864,3.29,1.63,4.17,793.01,13.538,G (Gaia),12.21,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,Kepler-208 c,Transit,2014,7.466623,2.51,1.39,5.14,793.01,13.538,G (Gaia),12.21,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,Kepler-208 d,Transit,2014,11.131786,1.87,1.2,5.95,793.01,13.538,G (Gaia),12.21,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,Kepler-208 e,Transit,2014,16.259458,2.79,1.48,4.73,793.01,13.538,G (Gaia),12.21,6092,4.26,0.252,1.16,1.31,4.37
Kepler-209,Kepler-209 b,Transit,2014,16.087845,5.73,2.26,2.73,586.68,13.952,G (Gaia),12.362,5513,4.47,-0.16,0.95,0.94,4.47
Kepler-209,Kepler-209 c,Transit,2014,41.749882,9.8,3.1,1.81,586.68,13.952,G (Gaia),12.362,5513,4.47,-0.16,0.95,0.94,4.47
Kepler-21,Kepler-21 b,Transit,2012,2.78578,5.08,1.639,6.4,108.86,8.25,V (Johnson),6.945,6305,4.03,0.715,1.41,1.9,3.03
Kepler-210,Kepler-210 b,Transit,2014,2.453234,8.96,2.94,1.94,234.33,13.804,G (Gaia),11.313,4559,4.66,-0.758,0.77,0.65,1.78
Kepler-210,Kepler-210 c,Transit,2014,7.972513,12.8,3.62,1.48,234.33,13.804,G (Gaia),11.313,4559,4.66,-0.758,0.77,0.65,1.78
Kepler-211,Kepler-211 b,Transit,2014,4.138575,2.13,1.26,5.85,312.14,13.273,G (Gaia),11.447,5123,4.55,-0.408,0.9,0.82,1.55
Kepler-211,Kepler-211 c,Transit,2014,6.04045,18.3,1.29,46.8,312.14,13.273,G (Gaia),11.447,5123,4.55,-0.408,0.9,0.82,1.55
Kepler-212,Kepler-212 b,Transit,2014,16.257582,1.32,1.09,5.6,701.04,12.987,G (Gaia),11.62,5852,4.18,0.367,1.09,1.46,5.5
Kepler-212,Kepler-212 c,Transit,2014,31.805174,7.95,2.74,2.12,701.04,12.987,G (Gaia),11.62,5852,4.18,0.367,1.09,1.46,5.5
Kepler-213,Kepler-213 b,Transit,2014,2.46236,3.26,1.62,4.21,646.74,13.602,G (Gaia),12.122,5696,4.31,0.055,1.07,1.2,1.62
Kepler-213,Kepler-213 c,Transit,2014,4.822962,6.08,2.34,2.61,646.74,13.602,G (Gaia),12.122,5696,4.31,0.055,1.07,1.2,1.62
Kepler-214,Kepler-214 b,Transit,2014,15.660544,7.32,2.61,2.26,1252.07,13.906,G (Gaia),12.607,6169,4.25,0.5,1.11,1.35,1.58
Kepler-214,Kepler-214 c,Transit,2014,28.7798,5.18,2.13,2.95,1252.07,13.906,G (Gaia),12.607,6169,4.25,0.5,1.11,1.35,1.58
Kepler-215,Kepler-215 b,Transit,2014,9.360672,3.26,1.62,4.21,492.9,13.555,G (Gaia),11.996,5739,4.36,-0.159,0.94,1.03,1.62
Kepler-215,Kepler-215 c,Transit,2014,14.667108,3.78,1.77,3.75,492.9,13.555,G (Gaia),11.996,5739,4.36,-0.159,0.94,1.03,1.62
Kepler-215,Kepler-215 d,Transit,2014,30.864423,23.6,2.39,9.5,492.9,13.555,G (Gaia),11.996,5739,4.36,-0.159,0.94,1.03,1.62
Kepler-215,Kepler-215 e,Transit,2014,68.16101,3.71,1.75,3.8,492.9,13.555,G (Gaia),11.996,5739,4.36,-0.159,0.94,1.03,1.62
Kepler-216,Kepler-216 b,Transit,2014,7.693641,6.12,2.35,2.59,1229.44,13.961,G (Gaia),12.621,6091,4.28,0.464,1.11,1.26,3.55
Kepler-216,Kepler-216 c,Transit,2014,17.406669,9.48,3.04,1.85,1229.44,13.961,G (Gaia),12.621,6091,4.28,0.464,1.11,1.26,3.55
Kepler-217,Kepler-217 b,Transit,2014,5.374943,5.6,2.23,2.77,1140.95,13.121,G (Gaia),12.103,6171,4.03,0.73,1.37,1.8,2.63
Kepler-217,Kepler-217 c,Transit,2014,8.586004,4.08,1.85,3.54,1140.95,13.121,G (Gaia),12.103,6171,4.03,0.73,1.37,1.8,2.63
Kepler-217,Kepler-217 d,Transit,2016,3.88689525,2.3,1.32,5.5,1140.95,13.121,G (Gaia),12.103,6171,4.03,0.73,1.37,1.8,2.63
Kepler-218,Kepler-218 b,Transit,2014,3.619337,2.79,1.48,4.73,669.02,13.907,G (Gaia),12.311,5502,4.39,-0.027,1.01,1.06,5.62
Kepler-218,Kepler-218 c,Transit,2014,44.699576,10,3.14,1.77,669.02,13.907,G (Gaia),12.311,5502,4.39,-0.027,1.01,1.06,5.62
Kepler-218,Kepler-218 d,Transit,2016,124.5244647,7.56,2.66,2.21,669.02,13.907,G (Gaia),12.311,5502,4.39,-0.027,1.01,1.06,5.62
Kepler-219,Kepler-219 b,Transit,2014,4.585512,9.01,2.95,1.93,805.3,13.718,G (Gaia),12.389,5786,4.16,0.196,1.16,1.49,4.57
Kepler-219,Kepler-219 c,Transit,2014,22.714613,12.5,3.58,1.5,805.3,13.718,G (Gaia),12.389,5786,4.16,0.196,1.16,1.49,4.57
Kepler-219,Kepler-219 d,Transit,2014,47.903645,19.1,2.81,4.73,805.3,13.718,G (Gaia),12.389,5786,4.16,0.196,1.16,1.49,4.57
Kepler-22,Kepler-22 b,Transit,2011,289.8623,36,2.38,14.7,190,11.644,G (Gaia),10.152,5518,4.44,-0.102,0.97,0.98,7.08
Kepler-220,Kepler-220 b,Transit,2014,4.159807,0.457,0.81,4.73,171.96,12.857,G (Gaia),10.55,4632,4.65,-0.751,0.65,0.67,8.32
Kepler-220,Kepler-220 c,Transit,2014,9.034199,3.09,1.57,4.39,171.96,12.857,G (Gaia),10.55,4632,4.65,-0.751,0.65,0.67,8.32
Kepler-220,Kepler-220 d,Transit,2014,28.122397,0.904,0.98,5.28,171.96,12.857,G (Gaia),10.55,4632,4.65,-0.751,0.65,0.67,8.32
Kepler-220,Kepler-220 e,Transit,2014,45.902733,2.33,1.33,5.44,171.96,12.857,G (Gaia),10.55,4632,4.65,-0.751,0.65,0.67,8.32
Kepler-221,Kepler-221 b,Transit,2014,2.795906,3.57,1.71,3.92,389.55,13.749,G (Gaia),11.9,5243,4.54,-0.407,0.87,0.82,4.57
Kepler-221,Kepler-221 c,Transit,2014,5.690586,15.1,2.93,3.3,389.55,13.749,G (Gaia),11.9,5243,4.54,-0.407,0.87,0.82,4.57
