hostname,letter,name,discmethod,disc,orbper,bmasse,rade,dens,ra,dec,dist,optmag,optmagband,nirmag,nirmagerr,teff,logg,lum,mass,rad,age
LkCa 15,c,LkCa 15 c,Imaging,2015,,,,,69.824148,22.350967,158.87,12.025,V (Johnson),8.163,0.018,4201,,-0.192,,1.51,
Lupus-TR-3,b,Lupus-TR-3 b,Transit,2007,3.91405,257.431,9.976,1.4,232.577571,-42.979908,2000,18.765,G (Gaia),15.068,0.149,5000,,-0.421,0.87,0.82,
MASCARA-1,b,MASCARA-1 b,Transit,2017,2.14878,1175.971,16.814,1.5,317.551544,10.738873,188.7,8.273,V (Johnson),7.74,0.017,7554,4,1.176,1.72,2.1,1
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,2008,,3.3,1.63,4.19,272.015825,-27.150075,1000,,,,,,,,0.06,,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,2008,,263.79,13.9,0.54,272.424917,-29.224153,5800,,,,,,,,0.3,,
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,2009,,23.4,5.18,0.925,268.560542,-34.778053,7700,,,,,,,,0.21,,
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,2013,,1303,13,3.26,269.706,-30.196931,3300,,,,,,,,0.56,,
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,2011,2774,10.4,3.21,1.73,267.008125,-35.005411,3040,,,,,,,,0.56,,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,2010,,50,8.09,0.519,271.742208,-26.819692,6100,,,,,,,,0.38,,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,2010,1982,813.6448,13.2,1.94,268.461625,-33.990333,5690,,,,,,,,0.19,,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,2012,,3496,12.4,10.1,272.547258,-26.522932,2800,,,,,,,,0.16,,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,2018,,171.6282,14.2,0.329,271.95697,-25.344639,3500,,,,,,,,0.58,,
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,2013,,9.2,2.99,1.89,269.496333,-30.715175,810,,,,,,,,0.11,,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,2015,,85.8141,11.1,0.345,271.303917,-27.293233,6430,,,,,,,,0.18,,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,2012,,476.7,13.6,1.04,271.531006,-31.454477,2300,,,,,5950,,,0.67,,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,2016,,30,5.99,0.767,270.854,-29.213417,7380,,,,,,,,0.75,,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,2014,,18,4.43,1.14,270.097833,-31.245258,7000,,,,,,,,0.12,,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,2018,,18,4.43,1.14,268.867889,-29.170666,4400,,,,,,,,0.15,,
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,2012,547.5,1525.5,12.9,3.9,268.913958,-28.476847,7720,,,,,,,,0.86,,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,2013,,3686.7,12.4,10.6,271.223333,-27.220944,7560,,,,,,,,0.39,,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,2017,,2669.772,12.6,7.33,270.442963,-29.108778,5300,,,,,,,,0.49,,
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,2017,,6.7,2.48,2.41,268.143097,-32.040092,7210,,,,,,,,0.1,,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,2016,,3.2,1.6,4.29,269.678542,-29.398239,,,,,,,,,0.03,,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,2018,,33.7,6.42,0.7,271.9487,-28.170279,7100,,,,,,,,0.01,,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,2017,,889.924,13.2,2.13,271.473755,-27.714287,6500,,,,,,,,0.29,,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,2018,,197.0546,14.1,0.386,268.742218,-29.750463,6800,,,,,,,,0.15,,
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,2012,,1175.9,13,2.94,261.7925,-29.793972,5100,,,,,,,,0.75,,
MOA-bin-29,b,MOA-bin-29 b,Microlensing,2019,,190.698,14.1,0.374,269.375958,-29.736564,7120,,,,,,,,0.03,,
MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,2017,760,7532.571,12,24,255.527252,-29.945583,,,,,,,,,1.98,,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,2014,121.71,2126.2827,12.7,5.7,132.48676,11.692484,837.03,9.8,V (Johnson),6.693,9.995,4284,2.2,2.072,9.06,39.59,4.15
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,2017,511.21,692.8694,13.3,1.62,132.82283,11.756299,842.01,9.71,V (Johnson),6.494,0.015,4200,1.8,2.157,1.37,21.02,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,2014,6.959,101.7056,12.3,0.3,132.753364,11.814655,895.73,14.6,V (Johnson),12.965,0.028,5780,4.44,-0.011,1.01,0.99,4.15
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,2014,5.118,127.132,14,0.255,132.753193,11.88653,939.38,14.77,V (Johnson),13.105,0.026,5725,4.57,-0.018,0.96,1.1,4.15
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,2016,4.087,146.2018,14.3,0.275,132.82936,11.67102,851.36,13.7,V (Johnson),12.337,0.022,6165,4.3,0.289,1.14,1.22,
NGTS-1,b,NGTS-1 b,Transit,2017,2.647298,258.07796,14.908,0.42,82.714378,-36.630787,224,15.524,V (Johnson),11.936,0.026,3916,4.71,-1.153,0.62,0.57,
NGTS-2,b,NGTS-2 b,Transit,2018,4.511164,235.1942,17.878,0.226,215.122879,-31.20207,360.3,10.961,V (Johnson),9.799,0.021,6478,4.2,0.631,1.64,1.7,2.17
NGTS-3 A,b,NGTS-3 A b,Transit,2018,1.6753728,756.4354,16.589,0.31,94.444794,-35.706394,1010,14.642,V (Johnson),12.814,0.029,5600,,-0.144,1.02,0.93,
NGTS-4,b,NGTS-4 b,Transit,2019,1.3373508,20.6,3.18,3.45,89.599,-30.811803,282.6,12.909,G (Gaia),11.073,0.021,5143,4.5,-0.353,0.75,0.84,
NGTS-5,b,NGTS-5 b,Transit,2019,3.3569866,72.78307,12.733,0.194,221.058267,5.605374,309.5,13.526,G (Gaia),11.612,0.023,4987,4.52,-0.511,0.66,0.74,
NGTS-6,b,NGTS-6 b,Transit,2019,0.882059,425.57437,14.863,0.711,75.795417,-30.399345,311.03,14.087,V (Johnson),11.65,0.03,4730,4.7,-0.592,0.77,0.75,9.77
NGTS-8,b,NGTS-8 b,Transit,2019,2.4997,295.5819,12.218,0.89,328.975833,-14.068292,434.28,13.68,V (Johnson),11.642,0.019,5241,4.41,-0.21,0.89,0.98,12.48
NGTS-9,b,NGTS-9 b,Transit,2019,4.43527,921.707,11.994,2.93,141.920833,-19.347314,619.74,12.8,V (Johnson),11.452,0.022,6330,4.37,0.389,1.34,1.38,0.96
NN Ser,c,NN Ser c,Eclipse Timing Variations,2010,5573.55,2329.6,12.6,6.4,238.233879,12.912411,500,16.59,G (Gaia),16.168,0.286,57000,,,0.54,,
NN Ser,d,NN Ser d,Eclipse Timing Variations,2010,2883.5,731,13.3,1.71,238.233879,12.912411,500,16.59,G (Gaia),16.168,0.286,57000,,,0.54,,
NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,2019,3225,4497.2945,12.3,13.3,305.001917,4.632367,838.31,13.245,G (Gaia),13.945,0.055,40000,,1.91,0.42,0.19,
NY Vir,b,NY Vir b,Eclipse Timing Variations,2011,3160,730.978,13.3,1.71,204.700622,-2.030315,551.99,13.394,G (Gaia),14.635,0.095,8868.67,,,,,
NY Vir,c,NY Vir c,Eclipse Timing Variations,2019,8799,1760.7782,12.8,4.61,204.700622,-2.030315,551.99,13.394,G (Gaia),14.635,0.095,8868.67,,,,,
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,2004,,826.358,13.2,1.97,271.318125,-28.895,5800,,,,,,,,0.63,,
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,2005,,1207.7,13,3.02,267.540708,-34.673194,3200,,,,,,,,0.46,,
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,2006,,14.1,3.84,1.37,271.522167,-30.732639,4100,,,,,,,,0.69,,
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,2005,3285,5.5,2.21,2.8,268.579958,-30.377306,6600,,,,,,,,0.22,,
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,2008,1788.5,231,14,0.463,268.143792,-30.087778,1510,,,,,,,,0.51,,
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,2008,4927.5,86,11.1,0.346,268.143792,-30.087778,1510,,,,,,,,0.51,,
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2016,2557,80,10.7,0.359,271.351807,-26.421944,2760,,,,,,,,0.41,,
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,2009,,20,4.72,1.05,269.108167,-32.237417,5900,17.71,V (Johnson),,,,,,0.64,,
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,2014,,56.6,8.71,0.471,266.872583,-34.726556,8100,,,,,,,,0.71,,
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,2014,,1462,12.9,3.74,269.786708,-30.759472,6800,,,,,,,,0.37,,
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,2018,,60.3877,9.05,0.448,269.315735,-28.233862,6100,,,,,,,,0.41,,
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,2012,,168.44,14.2,0.323,264.559083,-27.136139,2570,,,,,,,,0.26,,
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,2015,,279.68,13.9,0.572,269.448833,-27.394528,4380,,,,,,,,0.21,,
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,2012,,46.08535,7.72,0.55,263.577917,-27.14275,4019,,,,,,,,1.06,,5
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,2012,,273.3338,13.9,0.559,263.577917,-27.14275,4019,,,,,,,,1.06,,5
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,2013,,587.96,13.4,1.34,265.694875,-24.261,1760,,,,,,,,0.02,,
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,2013,,867.64,13.2,2.07,268.325708,-30.471167,4970,,,,,,,,0.44,,
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,2015,,123,13.8,0.257,271.4905,-27.712,1300,,,,,,,,0.34,,
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,2016,,149.3801,14.3,0.281,268.968292,-29.818528,6700,,,,,,,,0.29,,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,2016,,35,6.56,0.681,272.019257,-29.731583,3000,,,,,,,,0.56,,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,2014,,3994.486,12.3,11.8,268.0295,-31.690583,3040,,,,,,,,0.1,,
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,2017,,92.1707,11.6,0.324,269.764618,-28.421028,3900,,,,,,,,0.54,,
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,2014,,2.32,1.33,5.42,268.031208,-29.846111,1161,,,,,,,,0.15,,
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,2017,,203.4112,14.1,0.399,268.126556,-30.292694,6300,,,,,,,,0.46,,
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,2018,,858.141,13.2,2.05,268.409485,-28.895271,6900,,,,,,,,0.33,,
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,2015,,162.09,14.2,0.311,270.621708,-28.39625,4100,,,,,,,,0.71,,
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,2016,,982.0947,13.1,2.4,268.102081,-30.548389,2220,,,,,,,,0.62,,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,2018,,55.3,8.59,0.479,268.75238,-31.469055,6400,,,,,,,,0.4,,
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,2018,,83.7,11,0.346,268.75238,-31.469055,6400,,,,,,,,0.4,,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,2016,,177.9848,14.2,0.342,269.408997,-28.963158,6860,,,,,,,,0.51,,
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,2016,,228.8376,14,0.458,269.662537,-28.031694,8200,,,,,,,,0.1,,
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,2016,,1080.622,13.1,2.64,270.184333,-28.660889,600,,,,,,,,0.3,,
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,2016,,21,4.86,1.01,268.75425,-29.047111,2500,,,,,,,,0.38,,
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,Microlensing,2019,,807.2882,13.2,1.93,271.205042,-32.633028,4230,,,,,,,,0.34,,
OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,Microlensing,2019,,17.9,4.42,1.14,268.158792,-28.551917,6700,,,,,,,,0.55,,
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,2017,,1303.103,13,3.26,269.895416,-31.818611,6500,,,,,,,,0.13,,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,2017,,1328.5294,13,3.32,269.260406,-28.116167,3410,,,,,,,,0.72,,
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,Microlensing,2019,,136.6669,14.3,0.257,273.2045,-27.012639,3730,,,,,,,,0.3,,
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,2017,1224,4252.5654,12.3,12.6,269.717926,-27.613556,6770,,,,,,,,0.88,,
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,2017,,1.43,1.11,5.75,268.847931,-30.207251,3910,,,,,,,,0.08,,
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,2018,,3.269,1.62,4.23,267.970612,-29.27136,4705,,,,,,,,0.4,,
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,2018,,127.44983,14,0.255,269.329407,-31.951723,5915,,,,,,,,0.25,,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,2018,,9,2.95,1.93,269.048889,-30.52836,5800,,,,,,,,0.2,,
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,2018,,505.3497,13.5,1.13,266.883057,-24.522667,,,,,,,,,0.21,,
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,2018,,4.44962,1.95,3.3,268.280365,-30.245722,860,,,,,,,,0.23,,
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,2018,,238.3725,14,0.477,270.319366,-28.461971,,,,,,,,,0.04,,
OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,2019,,13.93,3.81,1.38,269.055542,-29.199083,5650,,,,,,,,0.23,,
OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,Microlensing,2019,5480,1525.584,12.9,3.91,272.176958,-29.835806,3200,,,,,5912,4.5,,1,,
OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,Microlensing,2019,,572.094,13.4,1.31,269.014,-29.082889,7100,,,,,,,,0.18,,
OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,Microlensing,2019,,889.924,13.2,2.13,269.014,-29.082889,7100,,,,,,,,0.18,,
OGLE-TR-056,b,OGLE-TR-056 b,Transit,2002,1.2119189,441.77,15.278,0.68,269.147958,-29.539222,282.84,15.3,V (Johnson),,,6050,4.09,0.35,1.17,0.86,3
OGLE-TR-10,b,OGLE-TR-10 b,Transit,2004,3.101278,197.046,14.011,0.4,267.867708,-29.876361,1386.23,14.93,V (Johnson),,,5950,4.18,0.188,1.14,1.17,3.1
OGLE-TR-111,b,OGLE-TR-111 b,Transit,2004,4.0144463,174.8065,11.422,0.65,163.324625,-61.405639,1096.98,15.55,V (Johnson),,,5040,4.54,-0.397,0.85,0.83,8.8
OGLE-TR-113,b,OGLE-TR-113 b,Transit,2004,1.4324752,400.449,12.251,1.2,163.101667,-61.446806,600,14.42,V (Johnson),,,4790,4.55,-0.529,0.78,0.77,13.2
OGLE-TR-132,b,OGLE-TR-132 b,Transit,2004,1.689868,375.02,13.45,0.85,162.644667,-61.957194,2500,15.72,V (Johnson),,,6210,4.31,0.371,1.3,1.32,1.2
OGLE-TR-182,b,OGLE-TR-182 b,Transit,2007,3.9791,320.995,12.666,0.41,167.327963,-61.095257,2669.56,16.678,G (Gaia),14.737,0.143,5924,4.14,0.16,1.14,1.14,4.3
OGLE-TR-211,b,OGLE-TR-211 b,Transit,2007,3.67724,327.351,15.244,0.42,160.059951,-62.455601,1574.54,15.07,G (Gaia),13.379,0.045,6325,4.17,0.267,1.33,1.64,2.6
OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,2008,2.4855335,1430.175,18.046,1.25,166.979921,-61.146263,1704.36,14.564,G (Gaia),13.117,0.037,6933,4.24,0.512,1.52,1.53,1
Oph 11,b,Oph 11 b,Imaging,2006,7300000,4449.62,12.3,13.1,245.605058,-24.087208,125,18.912,G (Gaia),13.423,0.051,2375,4.25,-2.77,0.02,,5
PDS 70,b,PDS 70 b,Imaging,2018,43500,2542.64,14.572,,212.042333,-41.397939,113.43,12.233,V (Johnson),8.542,0.021,3972,,-0.456,0.76,1.26,0.005
PDS 70,c,PDS 70 c,Imaging,2019,,3333.87385,12.4,9.61,212.042333,-41.397939,113.43,12.233,V (Johnson),8.542,0.021,3972,,-0.456,0.76,1.26,0.005
PH1,b,PH1 b,Transit,2012,138.317,169,6.18,,298.215108,39.955104,1000,13.699,G (Gaia),12.395,0.021,6407,4.14,0.66,1.53,1.73,2
PH2,b,PH2 b,Transit,2013,282.5255,25426.4,10.12,,289.76359,51.962601,347.27,12.581,G (Gaia),11.116,0.022,5629,4.41,-0.102,0.94,1,2.04
POTS-1,b,POTS-1 b,Transit,2013,3.1606296,734.16,10.548,3.44,203.608877,-66.581116,1200,17.94,V (Johnson),14.244,0.077,4400,4.63,-0.932,0.69,0.59,
PSR B0329+54,b,PSR B0329+54 b,Pulsar Timing,2017,10140,1.97,1.22,5.96,53.247388,54.578747,504.93,20.186,G (Gaia),15.556,0.172,,,,1.44,,
PSR B1257+12,b,PSR B1257+12 b,Pulsar Timing,1994,25.262,0.02,0.338,2.85,195.014903,12.682353,600,,,,,,,,1.4,,3
PSR B1257+12,c,PSR B1257+12 c,Pulsar Timing,1992,66.5419,4.3,1.91,3.39,195.014903,12.682353,600,,,,,,,,1.4,,3
PSR B1257+12,d,PSR B1257+12 d,Pulsar Timing,1992,98.2114,3.9,1.8,3.67,195.014903,12.682353,600,,,,,,,,1.4,,3
PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,2003,,794.575,13.3,1.86,245.909262,-26.531594,,,,,,,,,1.35,,
PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,2011,0.09070629,382.8,,23,259.791971,-14.6336,1200,,,,,4500,,,1.4,0.04,12.5
PSR J2322-2650,b,PSR J2322-2650 b,Pulsar Timing,2017,0.322964,252.64307,13.9,1.84,350.644348,-26.849533,230,,,,,,,,1.4,,
Pr0201,b,Pr0201 b,Radial Velocity,2012,4.4264,171.6282,14.2,0.329,130.432596,20.226891,181.54,10.52,V (Johnson),9.142,0.018,6174,4.41,0.245,1.24,1.15,
Pr0211,b,Pr0211 b,Radial Velocity,2012,2.1461,597.5204,13.4,1.36,130.547882,19.277044,183.68,12.06,V (Johnson),10.173,0.016,5300,4.51,-0.336,0.94,0.83,0.578
Pr0211,c,Pr0211 c,Radial Velocity,2016,4850,2475.8957,12.6,6.8,130.547882,19.277044,183.68,12.06,V (Johnson),10.173,0.016,5300,4.51,-0.336,0.94,0.83,0.578
Proxima Cen,b,Proxima Cen b,Radial Velocity,2016,11.186,1.27,1.08,5.54,217.428955,-62.679485,1.3,11.11,V (Johnson),4.384,0.033,3050,,-2.81,0.12,0.14,
Qatar-1,b,Qatar-1 b,Transit,2010,1.4200242,411.27202,12.812,1.076,303.381672,65.162041,186.61,12.843,V (Johnson),10.409,0.017,5013,4.55,-0.438,0.84,0.8,1.19
Qatar-10,b,Qatar-10 b,Transit,2019,1.645321,233.92288,17.295,0.248,284.443904,69.570836,539,12.879,V (Johnson),11.382,0.015,6124,4.3,0.3,1.16,1.25,3.2
Qatar-2,b,Qatar-2 b,Transit,2011,1.33711647,792.635,14.056,1.573,207.655866,-6.804028,182.32,13.3,V (Johnson),10.619,0.021,4645,4.53,-0.733,0.74,0.78,5
Qatar-3,b,Qatar-3 b,Transit,2017,2.5079204,1369.8473,12.285,4,359.152008,36.212971,750.99,12.88,V (Johnson),11.219,0.02,6007,4.29,0.279,1.15,1.27,0.31
Qatar-4,b,Qatar-4 b,Transit,2017,1.8053564,1938.763,12.722,5.1,4.859266,44.027641,332.17,13.6,V (Johnson),11.519,0.018,5215,4.53,-0.318,0.9,0.85,0.17
Qatar-5,b,Qatar-5 b,Transit,2017,2.8792319,1373.0256,12.408,3.95,7.053898,42.061333,371.39,12.82,V (Johnson),10.956,0.018,5747,4.43,0.056,1.13,1.08,0.53
Qatar-6,b,Qatar-6 b,Transit,2017,3.506195,212.31044,11.904,0.692,222.210083,22.152611,101.14,11.438,V (Johnson),9.226,,5052,4.64,-0.514,0.82,0.72,1.02
Qatar-7,b,Qatar-7 b,Transit,2019,2.032046,597.5204,19.055,0.502,358.515125,37.021825,725,13.03,V (Johnson),11.561,0.018,6387,4.2,0.563,1.41,1.56,1.69
Qatar-8,b,Qatar-8 b,Transit,2019,3.71495,117.91493,14.404,0.216,157.412342,70.527083,276.7,11.526,V (Johnson),9.937,0.013,5738,4.21,0.228,1.03,1.31,8.3
Qatar-9,b,Qatar-9 b,Transit,2019,1.540731,378.2177,11.31,1.43,160.748096,60.964119,211.4,14.133,V (Johnson),11.104,0.022,4309,4.61,-0.821,0.72,0.7,7.5
ROXs 12,b,ROXs 12 b,Imaging,2013,,5085,12.2,15.4,246.616837,-25.446609,137.19,14.294,V (Johnson),9.099,0.025,3850,,-0.759,0.87,1.19,0.008
ROXs 42 B,b,ROXs 42 B b,Imaging,2013,,2860,12.5,8.05,247.812567,-24.545471,135,13.116,G (Gaia),8.671,0.021,3850.87,,-0.792,1,0.9,0.003
RR Cae,b,RR Cae b,Eclipse Timing Variations,2012,4343.5,1334.886,13,3.34,65.273181,-48.651976,21.2,13.658,G (Gaia),9.852,0.025,4134.3,,,0.44,,
Ross 128,b,Ross 128 b,Radial Velocity,2017,9.8658,1.4,1.11,5.63,176.934982,0.804563,3.38,11.15,V (Johnson),5.654,0.024,3192,,-2.441,0.17,0.2,5
Ross 458,c,Ross 458 c,Imaging,2010,,1997.59,13.675,4.29,195.194092,12.375724,11.51,9.72,V (Johnson),5.578,0.016,3621,,-1.222,0.49,0.63,
SR 12 AB,c,SR 12 AB c,Imaging,2010,,4131.62,12.3,12.2,246.8313,-24.694553,112.32,13.265,V (Johnson),8.408,0.036,3828.93,,-0.628,,1.1,
SWEEPS-11,b,SWEEPS-11 b,Transit,2006,1.796,3082.82,12.666,8.34,269.758333,-29.198194,8500,19.83,V (Johnson),,,,,,1.1,1.45,
SWEEPS-4,b,SWEEPS-4 b,Transit,2006,4.2,1207.7,9.079,8.87,269.724667,-29.189056,8500,18.8,V (Johnson),,,,,,1.24,1.18,
TAP 26,b,TAP 26 b,Radial Velocity,2017,10.79,527.5978,13.5,1.18,64.715416,17.387936,147,11.81,G (Gaia),9.27,0.016,4620,4.5,-0.25,1.04,1.17,0.017
TCP J05074264+2447555,b,TCP J05074264+2447555 b,Microlensing,2018,,9.2,2.99,1.89,76.927666,24.79875,380,,,,,,,,0.25,,
TOI 125,b,TOI 125 b,Transit,2019,4.65382,8.02,2.755,2.11,23.594729,-66.675819,111.4,10.892,V (Johnson),8.995,0.019,5282,4.52,-0.293,0.87,0.85,6.6
TOI 125,c,TOI 125 c,Transit,2019,9.15067,8.2,2.79,2.07,23.594729,-66.675819,111.4,10.892,V (Johnson),8.995,0.019,5282,4.52,-0.293,0.87,0.85,6.6
TOI 150,b,TOI 150.01,Transit,2019,5.857487,797.7533,14.067,1.68,112.965667,-73.606153,336,11.341,G (Gaia),9.94,0.017,6255,4.13,0.497,1.35,1.53,2.346
TOI 163,b,TOI 163 b,Transit,2019,4.231306,387.7526,16.69,0.49,79.767917,-71.895528,416.5,11.219,G (Gaia),10.124,0.021,6495,4.19,0.636,1.44,1.65,1.823
TOI 172,b,TOI 172 b,Transit,2019,9.47725,1722.6386,10.817,7.53,316.631875,-26.692858,336.47,11.193,G (Gaia),9.722,0.019,5645,3.99,0.461,1.13,1.78,7.4
TOI 216,c,TOI 216.01,Transit,2019,34.556,200,11.29,0.76,73.980208,-63.260056,178.84,12.324,V (Johnson),10.218,0.019,5026,4.66,-0.442,0.87,0.84,
TOI 216,b,TOI 216.02,Transit,2019,17.089,30,7.69,0.34,73.980208,-63.260056,178.84,12.324,V (Johnson),10.218,0.019,5026,4.66,-0.442,0.87,0.84,
TOI 270,b,TOI 270 b,Transit,2019,3.36008,2.09,1.247,5.92,68.4155,-51.956233,22.45,12.62,V (Johnson),8.251,0.025,3386,,-1.77,0.4,0.38,
TOI 270,c,TOI 270 c,Transit,2019,5.660172,6.44,2.42,2.5,68.4155,-51.956233,22.45,12.62,V (Johnson),8.251,0.025,3386,,-1.77,0.4,0.38,
TOI 270,d,TOI 270 d,Transit,2019,11.38014,5.18,2.13,2.95,68.4155,-51.956233,22.45,12.62,V (Johnson),8.251,0.025,3386,,-1.77,0.4,0.38,
TRAPPIST-1,b,TRAPPIST-1 b,Transit,2016,1.51087081,0.85,1.086,3.6,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,c,TRAPPIST-1 c,Transit,2016,2.4218233,1.38,1.056,6.45,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,d,TRAPPIST-1 d,Transit,2016,4.04961,0.41,0.772,4.9,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
